OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Name
571,1,571,49050,0.370000000000000,1768,3,GAINESVILLE,16103,368700,1995,100,1768.000000000000000,1966,2025,0,-82.367133339999995,29.651620919999999,06463-006-000,0,49.000000000000000,729,29,58,0,0,2.000000000000000,4187,145301.019999999989523,1,12,21,HighSpringsAGNV
572,1,572,49056,0.280000000000000,1953,3,GAINESVILLE,16103,560000,2005,100,1393.000000000000000,1959,2025,0,-82.365971729999998,29.651121060000001,06463-012-000,560,452.000000000000000,343,19,65,0,0,3.500000000000000,6424,145301.019999999989523,1,12,21,HighSpringsAGNV
573,1,573,49072,0.330000000000000,2104,3,GAINESVILLE,16400,390000,1998,100,2104.000000000000000,1976,2025,0,-82.364273890000007,29.655812220000001,06466-001-000,0,0.000000000000000,594,26,48,0,0,2.000000000000000,23143,145301.019999999989523,1,12,21,HighSpringsAGNV
574,1,574,49082,0.310000000000000,1779,3,GAINESVILLE,16400,340000,1995,100,1779.000000000000000,1978,2025,0,-82.364264509999998,29.652596710000001,06466-011-000,0,0.000000000000000,455,29,46,0,0,2.000000000000000,12326,145301.019999999989523,1,12,21,HighSpringsAGNV
575,1,575,49101,0.320000000000000,2598,3,GAINESVILLE,16400,490000,1995,100,2598.000000000000000,1978,2025,0,-82.365182239999996,29.654463929999999,06466-030-000,0,20.000000000000000,525,29,46,0,0,3.000000000000000,3653,145301.019999999989523,1,12,21,HighSpringsAGNV
576,1,576,49283,0.240000000000000,1056,3,GAINESVILLE,221800,240000,1995,100,1056.000000000000000,1957,2025,0,-82.373483780000001,29.657688610000001,06482-019-000,0,36.000000000000000,0,29,67,0,0,2.000000000000000,23342,145302.010000000009313,1,12,21,HighSpringsAGNV
577,1,577,49363,0.220000000000000,1337,3,GAINESVILLE,221900,295000,1995,100,1337.000000000000000,1961,2025,0,-82.372092400000000,29.659215929999998,06483-001-000,0,200.000000000000000,0,29,63,0,0,2.000000000000000,2625,145302.100000000005821,1,12,21,HighSpringsAGNV
578,1,578,49377,0.270000000000000,1272,3,GAINESVILLE,221900,238500,1999,100,1272.000000000000000,1964,2025,0,-82.372092230000007,29.654970550000002,06483-015-000,0,40.000000000000000,0,25,60,0,0,2.000000000000000,2018,145302.100000000005821,2,12,21,HighSpringsAGNV
579,1,579,49399,0.250000000000000,1423,3,GAINESVILLE,72800,140000,1995,100,1233.000000000000000,1956,2025,0,-82.377694039999994,29.657700680000001,06484-009-000,0,190.000000000000000,0,29,68,0,0,2.000000000000000,220,145302.010000000009313,1,12,21,HighSpringsAGNV
580,1,580,49410,0.240000000000000,1404,3,GAINESVILLE,72800,305000,1995,100,1404.000000000000000,1956,2025,0,-82.377210059999996,29.657128480000001,06484-020-000,0,24.000000000000000,0,29,68,0,0,2.000000000000000,420,145302.010000000009313,1,12,21,HighSpringsAGNV
581,1,581,49417,0.240000000000000,1399,3,GAINESVILLE,72800,372000,2004,100,1399.000000000000000,1956,2025,0,-82.378486449999997,29.656571440000000,06484-027-000,0,0.000000000000000,0,20,68,0,0,2.000000000000000,505,145302.010000000009313,2,12,21,HighSpringsAGNV
582,1,582,49444,0.240000000000000,1399,3,GAINESVILLE,72800,300000,1995,100,1399.000000000000000,1956,2025,0,-82.377694360000007,29.654987760000001,06484-054-000,0,0.000000000000000,0,29,68,0,0,2.000000000000000,240,145302.010000000009313,1,12,21,HighSpringsAGNV
583,1,583,49449,0.240000000000000,1172,3,GAINESVILLE,72800,290000,1995,100,962.000000000000000,1956,2025,0,-82.377692830000001,29.654688149999998,06484-059-000,0,278.000000000000000,0,29,68,0,0,1.000000000000000,365,145302.010000000009313,1,12,21,HighSpringsAGNV
584,1,584,49472,0.260000000000000,1806,3,GAINESVILLE,72800,315000,1995,100,1806.000000000000000,1956,2025,0,-82.376874959999995,29.653285319999998,06484-082-000,0,24.000000000000000,0,29,68,0,0,2.000000000000000,13941,145302.010000000009313,1,12,21,HighSpringsAGNV
585,1,585,49521,0.250000000000000,1826,3,GAINESVILLE,215700,333400,1995,100,1826.000000000000000,1960,2025,0,-82.375891260000003,29.658442350000001,06486-010-000,0,0.000000000000000,0,29,64,0,0,3.000000000000000,2912,145302.010000000009313,1,12,21,HighSpringsAGNV
586,1,586,49532,0.230000000000000,1512,3,GAINESVILLE,174000,354000,2004,100,1512.000000000000000,1959,2025,0,-82.379215180000003,29.658541209999999,06487-005-000,0,76.000000000000000,216,20,65,0,0,1.500000000000000,1740,145302.010000000009313,1,12,21,HighSpringsAGNV
587,1,587,49548,0.230000000000000,2818,3,GAINESVILLE,44000,395000,1995,100,2818.000000000000000,1968,2025,0,-82.379214599999997,29.659256190000001,06487-022-000,0,132.000000000000000,0,29,56,0,0,2.000000000000000,2337,145302.010000000009313,1,12,21,HighSpringsAGNV
588,1,588,49991,0.320000000000000,2310,3,GAINESVILLE,3900,495000,1995,100,2310.000000000000000,1969,2025,0,-82.380309659999995,29.648416839999999,06522-005-000,0,32.000000000000000,484,29,55,0,0,2.000000000000000,1491,145302.019999999989523,2,12,21,HighSpringsAGNV
589,1,589,50035,0.300000000000000,2176,3,GAINESVILLE,4000,405000,2001,100,2176.000000000000000,1973,2025,0,-82.386304159999995,29.652005590000002,06527-003-000,0,0.000000000000000,576,23,51,0,0,2.000000000000000,1650,145302.019999999989523,1,12,21,HighSpringsAGNV
590,1,590,50179,0.360000000000000,1636,3,GAINESVILLE,146400,370000,2012,100,1636.000000000000000,1957,2025,0,-82.380640700000001,29.649708189999998,06533-007-000,0,104.000000000000000,0,12,67,0,0,2.000000000000000,1706,145302.019999999989523,2,12,21,HighSpringsAGNV
591,1,591,50206,0.310000000000000,2108,3,GAINESVILLE,58700,414000,1995,100,2108.000000000000000,1964,2025,0,-82.386289070000004,29.647997740000001,06534-022-000,0,125.000000000000000,562,29,60,0,0,2.000000000000000,19742,145302.019999999989523,1,12,21,HighSpringsAGNV
592,1,592,50224,0.340000000000000,1788,3,GAINESVILLE,58700,363000,1995,100,1788.000000000000000,1958,2025,0,-82.383801829999996,29.647900870000001,06535-016-000,0,105.000000000000000,540,29,66,0,0,2.000000000000000,520,145302.019999999989523,1,12,21,HighSpringsAGNV
593,1,593,50248,0.340000000000000,2138,3,GAINESVILLE,58700,375000,1995,100,2138.000000000000000,1961,2025,0,-82.383798440000007,29.646993460000001,06535-040-000,0,116.000000000000000,621,29,63,0,0,2.000000000000000,6080,145302.019999999989523,1,12,21,HighSpringsAGNV
594,1,594,50307,1.750000000000000,3269,3,GAINESVILLE,76700,455000,1995,100,2509.000000000000000,1960,2025,0,-82.389248780000003,29.649925430000000,06537-030-000,0,900.000000000000000,0,29,64,0,0,3.000000000000000,19329,145302.059999999997672,2,12,21,HighSpringsAGNV
595,1,595,50345,0.700000000000000,1539,3,GAINESVILLE,99100,330000,1995,100,1539.000000000000000,1980,2025,0,-82.389947359999994,29.646200940000000,06538-025-000,0,369.000000000000000,0,29,44,0,0,2.000000000000000,10318,145302.019999999989523,1,12,21,HighSpringsAGNV
596,1,596,62944,0.610000000000000,1980,3,ST. JOHN'S,0,200000,1995,100,1980.000000000000000,1965,2025,0,-82.410466029999995,29.606454880000001,06904-002-000,0,420.000000000000000,0,29,59,0,0,3.000000000000000,14416,125321.009999999994761,1,46,61,Kanapaha
597,1,597,63019,0.250000000000000,1206,3,ST. JOHN'S,147200,250000,1995,100,1206.000000000000000,1986,2025,0,-82.404249789999994,29.609670640000001,06909-001-035,0,68.000000000000000,221,29,38,0,0,2.000000000000000,3360,125322.029999999998836,1,46,61,Kanapaha
598,1,598,63722,1.170000000000000,3336,4,ST. JOHN'S,254800,750000,2004,100,3336.000000000000000,1998,2025,0,-82.437234680000003,29.599608409999998,07054-010-018,0,379.000000000000000,1107,20,26,0,0,3.500000000000000,31749,125329.020000000004075,1,8,16,Hickory_Forest
599,1,599,63727,0.970000000000000,3055,4,ST. JOHN'S,254800,690000,1996,100,2719.000000000000000,1996,2025,0,-82.438360290000006,29.600793790000001,07054-010-023,336,543.000000000000000,640,28,28,0,0,3.500000000000000,28267,125329.020000000004075,2,8,16,Hickory_Forest
600,1,600,63739,0.150000000000000,2057,3,ST. JOHN'S,241500,400000,2011,100,2056.500000000000000,2006,2025,0,-82.438068240000007,29.594587650000001,07054-031-006,0,325.500000000000000,440,13,18,0,0,2.000000000000000,740,125329.050000000002910,2,8,16,Hickory_Forest
601,1,601,63768,0.220000000000000,2402,4,ST. JOHN'S,241500,533000,2012,100,2402.000000000000000,2006,2025,0,-82.436873059999996,29.595101650000000,07054-031-035,0,331.000000000000000,432,12,18,0,0,3.000000000000000,764,125329.050000000002910,2,8,16,Hickory_Forest
602,1,602,63779,0.460000000000000,2761,4,ST. JOHN'S,241500,569000,2011,100,2761.000000000000000,2005,2025,0,-82.438481760000002,29.596426399999999,07054-031-046,0,373.000000000000000,791,13,19,0,0,3.000000000000000,3952,125329.050000000002910,2,8,16,Hickory_Forest
603,1,603,63801,0.220000000000000,3260,4,ST. JOHN'S,241501,630000,2008,100,2437.000000000000000,2008,2025,0,-82.438624149999995,29.591556940000000,07054-032-067,823,829.000000000000000,575,16,16,0,0,4.000000000000000,8068,125329.050000000002910,2,8,16,Hickory_Forest
604,1,604,63802,0.270000000000000,2667,4,ST. JOHN'S,241501,615000,2012,100,2667.000000000000000,2007,2025,0,-82.438648119999996,29.591281209999998,07054-032-068,0,266.000000000000000,587,12,17,0,0,3.000000000000000,24119,125329.050000000002910,1,8,16,Hickory_Forest
605,1,605,63806,0.250000000000000,2624,4,ST. JOHN'S,241501,455000,2007,100,2623.500000000000000,2007,2025,0,-82.437725240000006,29.590868740000001,07054-032-072,0,296.500000000000000,552,17,17,0,0,3.000000000000000,4012,125329.050000000002910,1,8,16,Hickory_Forest
606,1,606,63820,0.160000000000000,2104,4,ST. JOHN'S,241501,498000,2007,100,2103.500000000000000,2007,2025,0,-82.437721530000005,29.591976079999998,07054-032-086,0,342.500000000000000,460,17,17,0,0,2.500000000000000,3678,125329.050000000002910,1,8,16,Hickory_Forest
607,1,607,63861,0.270000000000000,1404,3,ST. JOHN'S,77200,329000,1998,100,1404.000000000000000,1997,2025,0,-82.431636089999998,29.597246150000000,07054-100-023,0,60.000000000000000,400,26,27,0,0,2.000000000000000,3100,125329.070000000006985,1,8,16,Hickory_Forest
608,1,608,63865,0.310000000000000,1860,3,ST. JOHN'S,77200,380000,1998,100,1860.000000000000000,1998,2025,0,-82.432694249999997,29.597227600000000,07054-100-027,0,152.000000000000000,400,26,26,0,0,2.000000000000000,8593,125329.070000000006985,1,8,16,Hickory_Forest
609,1,609,63876,0.260000000000000,1473,3,ST. JOHN'S,77200,280000,1998,100,1473.000000000000000,1998,2025,0,-82.431997050000007,29.596733470000000,07054-100-038,0,294.000000000000000,420,26,26,0,0,2.000000000000000,789,125329.070000000006985,1,8,16,Hickory_Forest
610,1,610,63882,0.230000000000000,1352,3,ST. JOHN'S,77200,295000,1997,100,1352.000000000000000,1997,2025,0,-82.432036220000001,29.596060949999998,07054-100-044,0,125.000000000000000,460,27,27,0,0,2.000000000000000,3810,125329.070000000006985,1,8,16,Hickory_Forest
611,1,611,63906,0.300000000000000,1783,3,ST. JOHN'S,91700,386500,2000,100,1783.000000000000000,2000,2025,0,-82.434487259999997,29.597243880000001,07054-200-067,0,100.000000000000000,462,24,24,0,0,2.000000000000000,3384,125329.070000000006985,1,8,16,Hickory_Forest
612,1,612,63954,0.230000000000000,2031,3,ST. JOHN'S,91800,399900,2001,100,2031.000000000000000,2001,2025,0,-82.434177790000007,29.601280549999998,07054-201-114,0,94.000000000000000,484,23,23,0,0,2.000000000000000,3563,125329.070000000006985,1,8,16,Hickory_Forest
613,1,613,64010,0.320000000000000,1622,3,ST. JOHN'S,225300,347500,2002,100,1622.000000000000000,2002,2025,0,-82.431880789999994,29.593967379999999,07054-202-169,0,40.000000000000000,440,22,22,0,0,2.000000000000000,1619,125329.070000000006985,1,8,16,Hickory_Forest
614,1,614,64069,0.230000000000000,1665,4,ST. JOHN'S,125707,389000,1997,100,1665.000000000000000,1997,2025,0,-82.427803699999998,29.593839849999998,07061-010-007,0,202.000000000000000,450,27,27,0,0,2.000000000000000,3283,125329.039999999993597,1,18,29,HighSpringsB
615,1,615,64125,0.180000000000000,1820,4,ST. JOHN'S,125702,385000,1998,100,1820.000000000000000,1998,2025,0,-82.431457780000002,29.589783340000000,07061-020-018,0,95.000000000000000,440,26,26,0,0,2.000000000000000,2612,125329.039999999993597,1,18,29,HighSpringsB
616,1,616,64133,0.200000000000000,1368,4,ST. JOHN'S,125702,345000,1997,100,1368.000000000000000,1997,2025,0,-82.428669679999999,29.590608339999999,07061-020-026,0,96.000000000000000,420,27,27,0,0,2.000000000000000,1135,125329.039999999993597,1,18,29,HighSpringsB
617,1,617,64160,0.190000000000000,1558,4,ST. JOHN'S,125703,320000,2000,100,1558.000000000000000,2000,2025,0,-82.429468610000001,29.592384010000000,07061-030-004,0,208.000000000000000,448,24,24,0,0,2.000000000000000,277,125329.039999999993597,1,18,29,HighSpringsB
618,1,618,64222,0.310000000000000,1577,4,ST. JOHN'S,125704,375000,1999,100,1577.000000000000000,1999,2025,0,-82.427984199999997,29.589491370000001,07061-040-027,0,222.000000000000000,427,25,25,0,0,2.000000000000000,534,125329.039999999993597,1,18,29,HighSpringsB
619,1,619,64228,0.190000000000000,1366,4,ST. JOHN'S,125704,382000,2000,100,1366.000000000000000,2000,2025,0,-82.429535349999995,29.589496140000001,07061-040-033,0,114.000000000000000,420,24,24,0,0,2.000000000000000,18520,125329.039999999993597,2,18,29,HighSpringsB
620,1,620,64250,0.260000000000000,2128,4,ST. JOHN'S,125705,445000,2000,100,1467.000000000000000,2000,2025,0,-82.428519899999998,29.587354170000001,07061-051-008,661,256.000000000000000,459,24,24,0,0,2.500000000000000,3259,125329.039999999993597,1,18,29,HighSpringsB
621,1,621,64268,0.220000000000000,2174,4,ST. JOHN'S,125705,396900,1999,100,1479.000000000000000,1999,2025,0,-82.428374489999996,29.588175209999999,07061-051-026,695,256.000000000000000,441,25,25,0,0,2.000000000000000,1159,125329.039999999993597,1,18,29,HighSpringsB
622,1,622,64281,0.190000000000000,1558,4,ST. JOHN'S,125706,345000,2001,100,1558.000000000000000,2001,2025,0,-82.431107760000003,29.591353470000001,07061-060-012,0,208.000000000000000,448,23,23,0,0,2.000000000000000,821,125329.039999999993597,1,18,29,HighSpringsB
623,1,623,64340,0.260000000000000,1892,4,ST. JOHN'S,230800,390000,2005,100,1892.000000000000000,2003,2025,0,-82.434082799999999,29.590617600000002,07061-070-030,0,108.000000000000000,440,19,21,0,0,2.000000000000000,1321,125329.039999999993597,1,18,29,HighSpringsB
624,1,624,64353,0.240000000000000,2477,4,ST. JOHN'S,230700,530000,2004,100,2477.000000000000000,2004,2025,0,-82.435109229999995,29.589417890000000,07061-080-002,0,374.000000000000000,440,20,20,0,0,3.000000000000000,744,125329.039999999993597,1,18,29,HighSpringsB
625,1,625,78215,1.620000000000000,2964,5,GAINESVILLE,90300,792000,1995,100,2964.000000000000000,1983,2025,0,-82.355193229999998,29.674610359999999,09003-005-046,0,308.000000000000000,656,29,41,0,0,3.000000000000000,53242,324430.059999999997672,1,27,38,MidtownEast_B
626,1,626,78503,0.140000000000000,990,3,GAINESVILLE,52000,223900,1995,100,990.000000000000000,1982,2025,0,-82.349409710000003,29.681013910000001,09005-010-011,0,0.000000000000000,264,29,42,0,0,1.000000000000000,475,324430.070000000006985,2,33,45,Springtree
627,1,627,78735,0.320000000000000,2277,3,GAINESVILLE,61800,437500,1995,100,2277.000000000000000,1969,2025,0,-82.352177569999995,29.671586040000001,09013-005-020,0,77.000000000000000,641,29,55,0,0,2.000000000000000,1029,324431.049999999988358,1,27,38,MidtownEast_B
628,1,628,78752,0.310000000000000,2145,3,GAINESVILLE,61800,280000,1995,100,2145.000000000000000,1968,2025,0,-82.353802169999994,29.672464770000001,09013-005-037,0,198.000000000000000,0,29,56,0,0,2.000000000000000,640,324431.049999999988358,1,27,38,MidtownEast_B
629,1,629,78792,0.350000000000000,1980,3,GAINESVILLE,61900,411500,1995,100,1980.000000000000000,1969,2025,0,-82.351177250000006,29.672212060000000,09013-006-013,0,56.000000000000000,0,29,55,0,0,2.000000000000000,4736,324431.049999999988358,1,27,38,MidtownEast_B
630,1,630,79078,0.600000000000000,2456,4,GAINESVILLE,41200,436000,1995,100,2314.000000000000000,1993,2025,0,-82.346098159999997,29.668419140000001,09016-010-033,0,460.000000000000000,489,29,31,0,0,2.000000000000000,7042,324431.039999999979045,1,27,38,MidtownEast_B
631,1,631,79089,0.570000000000000,1766,4,GAINESVILLE,61700,360000,1995,100,1766.000000000000000,1972,2025,0,-82.349214239999995,29.667423440000000,09018-002-000,0,166.000000000000000,588,29,52,0,0,2.000000000000000,4037,324431.049999999988358,1,27,38,MidtownEast_B
632,1,632,79100,0.340000000000000,2352,3,GAINESVILLE,61700,460000,1995,100,1344.000000000000000,1965,2025,0,-82.350012870000000,29.670292379999999,09018-013-000,1008,96.000000000000000,504,29,59,0,0,2.500000000000000,4178,324431.049999999988358,1,27,38,MidtownEast_B
633,1,633,79101,0.380000000000000,2242,3,GAINESVILLE,61700,400000,1995,100,2242.000000000000000,1966,2025,0,-82.350258609999997,29.670518630000000,09018-014-000,0,467.000000000000000,0,29,58,0,0,2.000000000000000,4754,324431.049999999988358,1,27,38,MidtownEast_B
634,1,634,79134,0.380000000000000,1981,3,GAINESVILLE,61700,265000,1995,100,1981.000000000000000,1967,2025,0,-82.351722980000005,29.667345229999999,09018-047-000,0,0.000000000000000,550,29,57,0,0,2.000000000000000,864,324431.049999999988358,1,27,38,MidtownEast_B
635,1,635,79139,0.460000000000000,2481,3,GAINESVILLE,61700,570000,1995,100,2481.000000000000000,1968,2025,0,-82.351659580000003,29.668820119999999,09018-052-000,0,40.000000000000000,0,29,56,0,0,2.500000000000000,2900,324431.049999999988358,1,27,38,MidtownEast_B
636,1,636,79148,0.420000000000000,1850,3,GAINESVILLE,61700,360000,1995,100,1850.000000000000000,1968,2025,0,-82.351629340000002,29.669916780000001,09018-061-000,0,168.000000000000000,506,29,56,0,0,2.000000000000000,3105,324431.049999999988358,1,27,38,MidtownEast_B
637,1,637,79157,0.760000000000000,3303,3,GAINESVILLE,61700,565000,1999,100,3303.000000000000000,1968,2025,0,-82.352274339999994,29.667114789999999,09018-071-000,0,44.000000000000000,0,25,56,0,0,2.500000000000000,4980,324431.049999999988358,1,27,38,MidtownEast_B
638,1,638,79175,0.280000000000000,2159,3,GAINESVILLE,61700,355000,1995,100,2159.000000000000000,1965,2025,0,-82.353198309999996,29.667927079999998,09018-089-000,0,0.000000000000000,0,29,59,0,0,2.000000000000000,12439,324431.049999999988358,1,27,38,MidtownEast_B
639,1,639,79246,0.390000000000000,2249,3,GAINESVILLE,98600,528500,2004,100,2249.000000000000000,1954,2025,0,-82.345243330000002,29.665724749999999,09021-007-000,0,490.000000000000000,500,20,70,0,0,3.000000000000000,26664,324431.000000000000000,2,105,,Florida_Park
640,1,640,79248,0.320000000000000,1521,3,GAINESVILLE,98600,360000,1995,100,1521.000000000000000,1955,2025,0,-82.345003050000003,29.665385560000001,09021-009-000,0,108.000000000000000,0,29,69,0,0,2.000000000000000,2907,324431.000000000000000,2,105,,Florida_Park
641,1,641,79307,0.760000000000000,3172,3,GAINESVILLE,59700,770000,2012,100,1852.000000000000000,1936,2025,0,-82.342680849999994,29.662200460000001,09052-001-000,1288,372.000000000000000,0,12,88,0,0,3.500000000000000,31242,324431.020000000018626,2,105,,Florida_Park
642,1,642,79329,0.460000000000000,2457,3,GAINESVILLE,59700,300000,1995,100,2457.000000000000000,1946,2025,0,-82.340424310000003,29.661600910000001,09068-000-000,0,0.000000000000000,0,29,78,0,0,3.000000000000000,5201,324431.020000000018626,1,105,,Florida_Park
643,1,643,79342,0.290000000000000,1226,3,GAINESVILLE,59800,300000,1995,100,1226.000000000000000,1947,2025,0,-82.340472669999997,29.660552440000000,09081-000-000,0,21.000000000000000,0,29,77,0,0,1.000000000000000,3136,324431.020000000018626,1,105,,Florida_Park
644,1,644,79385,0.360000000000000,1311,3,GAINESVILLE,60000,410000,1995,100,1311.000000000000000,1952,2025,0,-82.345164530000005,29.663565920000000,09108-000-000,0,182.000000000000000,0,29,72,0,0,2.000000000000000,2579,324431.020000000018626,1,105,,Florida_Park
645,1,645,79459,1.100000000000000,2696,3,GAINESVILLE,60000,435000,1995,100,2444.000000000000000,1952,2025,0,-82.348933140000000,29.662096760000001,09154-000-000,0,488.000000000000000,0,29,72,0,0,2.500000000000000,12020,324431.020000000018626,1,105,,Florida_Park
646,1,646,79549,0.230000000000000,1038,3,GAINESVILLE,58000,315000,2001,100,917.000000000000000,1948,2025,0,-82.349089059999997,29.660061349999999,09214-007-000,0,121.000000000000000,0,23,76,0,0,1.000000000000000,2644,324431.020000000018626,2,105,,Florida_Park
647,1,647,79587,0.460000000000000,2355,3,GAINESVILLE,0,485000,2007,100,2355.000000000000000,1967,2025,0,-82.345482259999997,29.664796150000001,09237-005-000,0,140.000000000000000,0,17,57,0,0,2.000000000000000,8540,324431.020000000018626,1,105,,Florida_Park
648,1,648,79594,0.610000000000000,3323,3,GAINESVILLE,59600,619800,1995,100,2859.000000000000000,1962,2025,0,-82.347458570000001,29.664462919999998,09238-005-000,0,644.000000000000000,0,29,62,0,0,2.000000000000000,3150,324431.020000000018626,1,105,,Florida_Park
649,1,649,79609,0.350000000000000,2550,4,GAINESVILLE,179600,680000,2014,100,2550.000000000000000,1964,2025,0,-82.350730769999998,29.664141810000000,09240-008-001,0,0.000000000000000,460,10,60,0,0,2.500000000000000,5020,324431.020000000018626,2,105,,Florida_Park
650,1,650,79615,0.610000000000000,2639,3,GAINESVILLE,179600,735000,2020,100,2455.000000000000000,1963,2025,0,-82.349840709999995,29.664778200000001,09240-015-000,0,209.000000000000000,460,4,61,0,0,3.000000000000000,12833,324431.020000000018626,2,105,,Florida_Park
651,1,651,79647,0.920000000000000,3527,3,GAINESVILLE,178400,470000,2005,100,2902.000000000000000,1968,2025,0,-82.351083990000006,29.665425370000001,09242-010-000,625,697.000000000000000,525,19,56,0,0,3.000000000000000,8124,324431.080000000016298,1,27,38,MidtownEast_B
652,1,652,79696,0.150000000000000,729,3,GAINESVILLE,72300,190000,1995,100,729.000000000000000,1955,2025,0,-82.328333760000007,29.670522500000001,09251-003-000,0,21.000000000000000,0,29,69,0,0,1.000000000000000,362,324432.010000000009313,2,50,67,MidtownEast_C
653,1,653,79728,0.140000000000000,832,3,GAINESVILLE,72300,137000,1995,100,832.000000000000000,1960,2025,0,-82.327444389999997,29.671663160000001,09256-011-000,0,48.000000000000000,0,29,64,0,0,1.000000000000000,0,324432.010000000009313,1,50,67,MidtownEast_C
654,1,654,79797,0.430000000000000,1747,3,GAINESVILLE,800,290000,1995,100,1417.000000000000000,1949,2025,0,-82.329011480000005,29.669637640000001,09300-000-000,0,590.000000000000000,0,29,75,0,0,2.000000000000000,2913,324432.020000000018626,1,50,67,MidtownEast_C
655,1,655,79802,0.230000000000000,1034,2,GAINESVILLE,66900,135000,1995,100,1034.000000000000000,1930,2025,0,-82.331373029999995,29.673255019999999,09308-000-000,0,176.000000000000000,0,29,94,0,0,1.000000000000000,19,324432.010000000009313,1,50,67,MidtownEast_C
656,1,656,79823,0.140000000000000,1133,3,GAINESVILLE,66900,233000,1999,100,953.000000000000000,1948,2025,0,-82.332189670000005,29.672510259999999,09320-011-000,0,264.000000000000000,0,25,76,0,0,1.000000000000000,58,324432.010000000009313,2,50,67,MidtownEast_C
657,1,657,79906,0.100000000000000,1399,3,GAINESVILLE,102801,300000,2020,100,1399.000000000000000,2020,2025,0,-82.334666069999997,29.668211560000000,09368-010-001,0,119.000000000000000,360,4,4,0,0,2.000000000000000,683,324432.020000000018626,1,50,67,MidtownEast_C
658,1,658,79919,0.090000000000000,1093,3,GAINESVILLE,68600,217700,1995,100,893.000000000000000,1946,2025,0,-82.334502880000002,29.666913059999999,09373-000-000,0,200.000000000000000,400,29,78,0,0,1.000000000000000,1470,324432.020000000018626,1,50,67,MidtownEast_C
659,1,659,94642,2.070000000000000,2774,4,ST. JOHN'S,114800,492000,2003,100,1336.000000000000000,2003,2025,0,-82.306795739999998,29.524630890000001,16426-011-001,1438,440.000000000000000,420,21,21,0,0,2.000000000000000,30799,216400.000000000000000,1,45,59,Rural_South
660,1,660,94695,30.920000000000002,3802,5,ST. JOHN'S,0,1200000,2013,100,2342.000000000000000,1998,2025,0,-82.263148650000005,29.540255120000001,16446-004-000,1140,2512.000000000000000,0,11,26,0,0,5.500000000000000,1488,216400.000000000000000,2,45,59,Rural_South
661,1,661,94814,0.500000000000000,864,3,MICANOPY,101100,212500,2004,100,864.000000000000000,1982,2025,0,-82.271761819999995,29.504625330000000,16486-004-009,0,0.000000000000000,0,20,42,0,0,1.000000000000000,7494,216425.010000000009313,1,45,59,Rural_South
662,1,662,95056,0.670000000000000,2085,3,MICANOPY,127000,570000,2000,100,2085.000000000000000,1900,2025,0,-82.279918910000006,29.506926520000000,16634-000-000,0,623.000000000000000,0,24,124,0,0,2.000000000000000,2319,216426.500000000000000,2,45,59,Rural_South
663,1,663,95118,0.430000000000000,1390,3,MICANOPY,127000,250000,1995,100,864.000000000000000,1987,2025,0,-82.278526950000000,29.507268390000000,16682-002-000,0,526.000000000000000,0,29,37,0,0,2.000000000000000,2250,216426.010000000009313,1,45,59,Rural_South
664,1,664,95210,0.530000000000000,988,3,MICANOPY,202800,257000,2006,100,988.000000000000000,2006,2025,0,-82.285302970000004,29.499153990000000,16720-050-008,0,50.000000000000000,336,18,18,0,0,2.000000000000000,3673,216426.010000000009313,2,45,59,Rural_South
665,1,665,95211,0.540000000000000,1165,3,MICANOPY,202800,275000,2006,100,1165.000000000000000,2006,2025,0,-82.284966380000000,29.499157319999998,16720-050-009,0,80.000000000000000,400,18,18,0,0,2.000000000000000,461,216426.010000000009313,2,45,59,Rural_South
666,1,666,95859,7.480000000000000,1300,3,WALDO,0,299900,1995,100,904.000000000000000,1965,2025,0,-82.165581930000002,29.810281400000001,16978-006-000,0,476.000000000000000,0,29,59,0,0,1.000000000000000,7576,313500.419999999983702,1,38,51,Waldo
667,1,667,95991,0.430000000000000,1619,3,WALDO,154200,303000,2002,100,1619.000000000000000,2002,2025,0,-82.171381929999995,29.793239770000000,17048-017-001,0,294.000000000000000,598,22,22,0,0,2.000000000000000,19496,313523.020000000018626,1,38,51,Waldo
668,1,668,96052,0.430000000000000,1497,3,WALDO,19700,215000,1995,100,1497.000000000000000,1900,2025,0,-82.170698630000004,29.792456739999999,17072-006-000,0,0.000000000000000,0,29,124,0,0,1.500000000000000,784,313523.010000000009313,1,38,51,Waldo
669,1,669,96058,0.290000000000000,2222,2,WALDO,19700,107500,1989,100,2222.000000000000000,1953,2025,0,-82.171404089999996,29.791359459999999,17072-013-000,0,0.000000000000000,0,35,71,0,0,2.000000000000000,6499,313523.010000000009313,2,38,51,Waldo
670,1,670,96060,0.130000000000000,624,3,WALDO,19700,107500,1995,100,624.000000000000000,1959,2025,0,-82.170843899999994,29.791356080000000,17072-015-000,0,20.000000000000000,0,29,65,0,0,1.000000000000000,1691,313523.010000000009313,2,38,51,Waldo
