"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC510238","SLD","12516 SW 4TH PL","NEWBERRY","32669","AMARIAH PARK","2,865","04340-010-056","$799,000","3","3","1","2022","Community","Single Family Residence","Fee Simple","$1,960.91","354","103","104","Conventional","06/02/2023","$278.88","$278.88","1.00","ENGEL & VOLKERS GAINESVILLE","Lori Willis","259504385","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506275","SLD","14038 NW 7TH PL","NEWBERRY","32669","WIMBERLEY","2,403","04343-010-022","$799,900","4","3","0","2022","None","Single Family Residence","Fee Simple","$40.00","22","22","22","Cash","01/23/2023","$332.88","$332.88","1.00","BHHS FLORIDA REALTY - 53RD AVE","Cheryl Hartley","259503267","259504115","Gainesville-Alachua","Gainesville-Alachua"
"1","A4550091","SLD","8101 NE COUNTY ROAD 1469","EARLETON","32631","N/A","3,347","18647-000-000","$800,000","5","2","1","1970","Private","Single Family Residence","Fee Simple","$2,583.68","95","95","149","Cash","04/07/2023","$162.83","$239.02","1.47","COLDWELL BANKER REALTY","Sonny Martin, JR","259505078","281502055","Sarasota - Manatee","Sarasota - Manatee"
"1","GC512389","SLD","14050 SW 7TH PL","NEWBERRY","32669","WIMBERLEY","2,420","04343-010-023","$802,000","3","2","1","2023","None","Single Family Residence","Fee Simple","$1,978.00","152","152","152","Conventional","10/16/2023","$331.40","$331.4","1.00","BHHS FLORIDA REALTY","Cheryl Hartley","259503267","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC515770","SLD","3685 SW 109TH WAY","GAINESVILLE","32608","OAKMONT PH 3 PB 35 PG 60","3,012","04427-111-467","$805,000","5","4","0","2020","Community","Single Family Residence","Fee Simple","$11,413.00","51","51","51","Conventional","11/16/2023","$271.91","$267.26","0.98","COLDWELL BANKER M.M. PARRISH, REALTORS","Lynne Saunders","259505115","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC515115","SLD","3132 SW 117TH TER","GAINESVILLE","32608","OAKMONT","3,012","04427-111-251","$810,000","5","4","0","2019","Community","Single Family Residence","Fee Simple","$9,380.00","29","29","36","Conventional","10/09/2023","$268.26","$268.92","1.00","ANSON PROPERTIES LLC","Stephanie Anson","261084579","259507873","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517468","SLD","12001 SW 33RD PL","GAINESVILLE","32608","OAKMONT","2,472","04427-111-602","$815,000","4","3","0","2020","Community","Single Family Residence","Co-op","$9,712.00","0","0","0","Conventional","12/15/2023","$329.69","$329.69","1.00","ICI SELECT REALTY","Ali Kargar","253004979","259500037","Gainesville-Alachua","Tampa"
"1","GC515628","SLD","17520 SW 103RD PL","ARCHER","32618","MARCHANT MEADOWS","3,158","04672-010-065","$815,000","5","4","0","2010","None","Single Family Residence","Fee Simple","$5,045.86","66","66","66","Cash","11/15/2023","$267.57","$258.07","0.96","EXP REALTY LLC","Ricardo Kokkas","259500781","261014414","Gainesville-Alachua","Sarasota - Manatee"
"1","GC444173","SLD","3324 SW 109TH DR","GAINESVILLE","32608","OAKMONT","2,780","04427111453","$817,474","4","3","0","2021","Community","Single Family Residence","","$5,663.86","622","622","0","Conventional","01/13/2023","$279.69","$294.06","1.05","BHGRE THOMAS GROUP","Brenda Banks","259500490","259500004","Ocala - Marion","Gainesville-Alachua"
"1","GC512556","SLD","503 SW 128TH TER","NEWBERRY","32669","TOWN OF TIOGA PHASE 9","3,148","04333-090-229","$820,000","4","3","2","2006","Private","Single Family Residence","Fee Simple","$11,188.00","51","51","51","Conventional","07/14/2023","$269.98","$260.48","0.96","PEPINE REALTY","Erin Gregoire","259505438","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511674","SLD","5630 SW 88TH CT","GAINESVILLE","32608","HAILE PLANTATION","4,072","1057624","$820,000","4","4","0","1986","None","Single Family Residence","Fee Simple","$9,498.00","43","43","43","Conventional","06/08/2023","$207.00","$201.38","0.97","SUSKIN REALTY INC","Leslie Suskin","259500362","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC510685","SLD","955 NW 61ST TER","GAINESVILLE","32605","WEST HILLS","3,590","06350-039-000","$825,000","5","3","1","1968","Private","Single Family Residence","Fee Simple","$4,822.64","31","31","31","Conventional","03/28/2023","$243.73","$229.81","0.94","BOSSHARDT REALTY SERVICES LLC","Ken Cornell","259503253","781263","Gainesville-Alachua","Gainesville-Alachua"
"1","GC510147","SLD","8805 SW 42ND PL","GAINESVILLE","32608","HAILE PLANTATION UNIT 9 PH IV","3,856","06860-090-098","$825,000","5","3","1","1991","Private","Single Family Residence","Fee Simple","$11,463.00","30","30","30","Conventional","03/15/2023","$221.71","$213.95","0.97","COLDWELL BANKER M.M. PARRISH, REALTORS","Toba Smith","259500298","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508235","SLD","1710 NW 23RD ST","GAINESVILLE","32605","MAPLE RIDGE","4,380","06422-002-001","$825,000","5","4","1","1984","None","Single Family Residence","Fee Simple","$7,873.00","106","106","126","Private","04/20/2023","$199.77","$188.36","0.94","BHGRE THOMAS GROUP","Kim Chalmers","259505909","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514834","SLD","3330 SW 81ST ST","GAINESVILLE","32608","NOT IN SUBDIVISION","4,095","06850-014-001","$832,500","4","3","1","1987","Private","Single Family Residence","Fee Simple","$8,702.00","0","0","128","Cash","07/11/2023","$213.68","$203.3","0.95","BHGRE THOMAS GROUP","Elizabeth Pooley","259500960","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511537","SLD","21942 SE 122ND LN","HAWTHORNE","32640","N/A","2,570","20019-010-003","$835,000","2","2","0","2009","None","Single Family Residence","Fee Simple","$3,366.12","58","58","58","Cash","05/22/2023","$271.98","$324.9","1.19","MAIN & FIELD REAL ESTATE, LLC","Jane Clemons","259500411","259506544","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512436","SLD","8925 SW 103RD AVE","GAINESVILLE","32608","THOUSAND OAKS","2,862","07348-020-023","$837,000","4","3","1","1987","Private","Single Family Residence","Fee Simple","$9,448.57","53","53","53","Conventional","07/10/2023","$288.26","$292.45","1.01","BOSSHARDT REALTY SERVICES LLC","Denise Rosenberg","259506898","259504935","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512131","SLD","4724 SW 97TH TER","GAINESVILLE","32608","HAILE PLANTATION","4,090","06860-262-047","$839,050","5","3","1","1996","Private","Single Family Residence","Fee Simple","$11,115.00","5","5","5","Conventional","05/19/2023","$217.36","$205.15","0.94","COLDWELL BANKER M.M. PARRISH, REALTORS","Lauretta Fogg","259500478","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514018","SLD","3826 SW 180TH ST","NEWBERRY","32669","TRAILS THE","2,888","04446-010-017","$840,000","4","4","1","2023","None","Single Family Residence","Fee Simple","$991.94","120","120","136","Cash","11/03/2023","$297.78","$290.86","0.98","MATCHMAKER REALTY OF ALACHUA COUNTY","Anthony Cousins","259504117","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512508","SLD","14239 NW 26TH AVE","GAINESVILLE","32606","TURNBERRY LAKE","3,362","04222 100 022","$840,000","5","4","1","2005","Private, Community","Single Family Residence","Fee Simple","$11,396.00","12","12","16","Conventional","06/23/2023","$258.74","$249.85","0.97","RE/MAX PROFESSIONALS","Dada McGlynn","275501157","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511554","SLD","3312 SW 93RD WAY","GAINESVILLE","32608","HAILE PLANTATION UNIT 34 PH II","3,404","06860-342-025","$840,000","5","3","0","2001","Private","Single Family Residence","Fee Simple","$7,419.22","0","0","0","Conventional","03/24/2023","$246.77","$246.77","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Kat Durst","259505574","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506361","SLD","3351 SW 120TH DR","GAINESVILLE","32608","OAKMONT","2,438","04427-111-603","$840,405","4","3","0","2022","Private, Community","Single Family Residence","Co-op","$0.00","0","0","0","Conventional","01/20/2023","$343.16","$344.71","1.00","ICI SELECT REALTY","Ali Kargar","253004979","259500046","Gainesville-Alachua","Tampa"
"1","GC516811","SLD","14936 NW 237TH TER","HIGH SPRINGS","32643","N/A","1,823","01531-005-000","$844,000","3","2","1","2022","None","Single Family Residence","Fee Simple","$3,037.95","5","5","9","Cash","11/14/2023","$466.26","$462.97","0.99","UNITED COUNTRY SMITH & ASSOCIATES - NEWBERRY","Devon Mumford","259506256","259505695","Gainesville-Alachua","Gainesville-Alachua"
