"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC516012","SLD","1907 NW 37TH BLVD","GAINESVILLE","32605","WESTVILLA","1,427","0641100300","$251,000","4","2","0","1961","None","Single Family Residence","Fee Simple","$4,535.00","12","12","12","Conventional","10/27/2023","$182.13","$175.89","0.97","SWANZ PREMIER REALTY LLC","Swanzetta Johnson","259504245","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514150","SLD","317 NW 175TH ST","NEWBERRY","32669","NOT IN SUBDIVISION","1,836","04276 002 000","$251,000","3","2","0","1964","None","Single Family Residence","Fee Simple","$3,474.14","12","12","46","Conventional","09/19/2023","$149.78","$136.71","0.91","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Whitney Johnson Perkins","259504068","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC513111","SLD","3452 NW 36TH PL","GAINESVILLE","32605","WESEMAN SUB","1,672","06104-012-001","$251,000","3","2","0","1970","None","Single Family Residence","Fee Simple","$1,489.77","1","1","1","Cash","06/15/2023","$134.57","$150.12","1.12","CAMPUS TO COAST REALTY, INC","Heather Swanson","259503653","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","OM654743","SLD","11 NE 48TH ST","GAINESVILLE","32641","LAKE RIDGE S/D","1,258","10864-034-000","$251,000","3","2","0","2022","None","Single Family Residence","Fee Simple","$454.50","64","64","64","FHA","06/20/2023","$206.60","$199.52","0.97","SELLSTATE NEXT GENERATION REAL","Tracy Chappell","271514958","259500060","Ocala - Marion","Ocala - Marion"
"1","GC515565","SLD","7412 NW 126TH AVE","ALACHUA","32615","THE OAKS AT HAGUE","1,338","05861-001-002","$251,500","3","2","0","1979","None","Single Family Residence","Fee Simple","$1,138.94","2","2","2","Conventional","09/21/2023","$186.85","$187.97","1.01","FLORIDA HOMES REALTY & MORTGAGE LLC","Francine Beaton","259504149","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505204","SLD","3725 NW 21ST DR","GAINESVILLE","32605","PALMETTO WOODS REP","1,023","08992-020-007","$251,500","3","2","0","1981","None","Single Family Residence","Fee Simple","$2,488.83","192","192","251","Conventional","05/05/2023","$254.06","$245.85","0.97","BHHS FLORIDA REALTY","Terri Ardines","279516784","259506544","Gainesville-Alachua","Gainesville-Alachua"
"1","J964661","SLD","17032 NW 239 TER","HIGH SPRINGS","32643","SOUTHSIDE TERR PB E-75/75C LOT 326 OR 5084/0730","1,140","01488-326-000","$252,000","3","2","0","1983","None","Single Family Residence","Fee Simple","$2,805.00","0","0","-22","Cash","07/31/2023","$221.05","$221.05","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","259500037","For Future Use","Other"
"1","GC514922","SLD","1115 SE 2ND AVE","GAINESVILLE","32641","NEW GAINESVILLE","1,260","11645-002-001","$252,000","3","2","0","2023","None","Single Family Residence","Fee Simple","$96.50","2","2","3","Conventional","08/11/2023","$202.38","$200","0.99","ZORI REALTY","Michelle Florence","259500895","259505670","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512748","SLD","320 SW 264TH ST","NEWBERRY","32669","MEADOW RIDGE S/D","1,358","01981-011-040","$252,000","3","2","0","1997","None","Single Family Residence","Fee Simple","$2,405.00","2","2","2","Conventional","05/26/2023","$180.41","$185.57","1.03","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Heather Wierda","259505943","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507765","SLD","4203 NE 17TH TER","GAINESVILLE","32609","IRONWOOD GOLD COURSE VILLAGE","1,147","08160-005-015","$252,000","3","2","0","2002","None","Single Family Residence","Fee Simple","$1,392.09","163","163","163","Conventional","03/14/2023","$225.81","$219.7","0.97","FLORIDA HOMES REALTY & MORTGAGE LLC","Joan Jones","259506757","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC515646","SLD","5515 NW 27TH TER","GAINESVILLE","32653","NORTHWOOD PINES","1,196","06014-020-051","$252,500","3","2","0","1974","None","Single Family Residence","Fee Simple","$3,514.36","11","11","47","FHA","10/11/2023","$209.03","$211.12","1.01","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Malcom Askew","259504982","259505361","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514774","SLD","2904 NE 10TH ST","GAINESVILLE","32609","HIGHLAND COURT MANOR","1,376","08202-096-000","$254,000","4","2","0","1960","None","Single Family Residence","Fee Simple","$3,156.00","18","18","21","Cash","08/14/2023","$196.15","$184.59","0.94","RABELL REALTY GROUP LLC","Jose Camblor-Rossy","259506748","259504964","Gainesville-Alachua","Gainesville-Alachua"
