"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC512651","SLD","16484 NW 202ND DR","HIGH SPRINGS","32643","WESTON OAKS","2,108","01519-020-032","$460,000","4","3","0","2014","None","Single Family Residence","Fee Simple","$234.00","76","76","76","Conventional","08/18/2023","$220.59","$218.22","0.99","RE/MAX PROFESSIONALS - LAKE CITY","Missy Zecher","264000738","264000271","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511976","SLD","8217 SW 92ND LANE","GAINESVILLE","32608","MEADOWS OF KANAPAHA","2,349","07349-019-000","$460,000","4","3","0","1997","None","Single Family Residence","Fee Simple","$4,819.00","76","76","88","Conventional","07/19/2023","$202.21","$195.83","0.97","BOSSHARDT REALTY SERVICES LLC","Laurie Obreza","259506038","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511331","SLD","13588 NW 5TH LN","NEWBERRY","32669","ARBOR GREENS PH 1","2,311","04338-010-079","$460,000","3","2","0","2007","Private, Community","Single Family Residence","Fee Simple","$5,270.32","38","38","74","Cash","04/21/2023","$210.08","$199.05","0.95","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Lisa Fetrow","259505107","25950341","Gainesville-Alachua","Gainesville-Alachua"
"1","O6092101","SLD","13844 SW 137TH CT","NEWBERRY","32669","TARA ESTATES","1,988","04412 100 040","$460,000","3","2","0","2023","None","Single Family Residence","Fee Simple","$1,806.61","95","95","95","Conventional","07/14/2023","$241.40","$231.39","0.96","ADNORAM REALTY","Jay Garick","261017253","54272","Orlando Regional","Orlando Regional"
"1","GC510385","SLD","1429 NW 132ND BLVD","NEWBERRY","32669","FAIRWAY POINTE AT WEST END","2,234","04314-104-036","$460,000","4","2","0","2021","None","Single Family Residence","Fee Simple","$5,876.00","124","124","134","Conventional","06/27/2023","$209.94","$205.91","0.98","NEXTHOME SOUTH POINTE - GAINESVILLE","Kimberley Brown","259504994","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC509880","SLD","1590 NW 119TH TER","GAINESVILLE","32606","SOUTH POINTE PH II UNIT II A PB 36 PG 15","2,127","04321-202-015","$460,000","4","2","0","2023","Community","Single Family Residence","Fee Simple","$1,301.00","57","57","57","Conventional","03/31/2023","$216.27","$216.27","1.00","ENGEL & VOLKERS GAINESVILLE","Trina Christensen","259500510","259507001","Gainesville-Alachua","Gainesville-Alachua"
"1","GC509329","SLD","5523 SW 37TH LN","GAINESVILLE","32608","GAINESVILLE GOLF & COUNTRY CLUB","2,692","07143-020-004","$460,000","4","3","0","1984","Community","Single Family Residence","Fee Simple","$3,711.00","164","27","27","Conventional","01/06/2023","$176.41","$170.88","0.97","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Wendy Swan","259506765","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508268","SLD","9503 NW 156TH AVE","ALACHUA","32615","ROLLING HILLS ESTATE ALACHUA 1936-193","1,500","05849-002-000","$460,000","3","3","0","1977","None","Single Family Residence","Fee Simple","$946.00","70","70","71","Cash","01/20/2023","$310.00","$306.67","0.99","ANSON PROPERTIES LLC","Stephanie Anson","261084579","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC513954","SLD","11627 NW 13TH LN","GAINESVILLE","32606","THE RETREAT FLETCHERS MILL","2,092","04321-400-020","$460,050","4","2","0","1995","Private","Single Family Residence","Fee Simple","$4,121.22","3","3","4","FHA","08/04/2023","$215.06","$219.91","1.02","PROVIDENT REALTY OF GAINESVILLE","Luke Brantley","259503824","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","J963987","SLD","2070 NW 245TH DR","NEWBERRY","32669","COUNTRY WAY","2,143","02544-040-154","$461,500","4","3","0","2023","None","Single Family Residence","Fee Simple","$500.00","0","0","-35","Conventional","06/30/2023","$215.35","$215.35","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","259500037","For Future Use","Other"
"1","GC513687","SLD","1729 SW 72ND CIR","GAINESVILLE","32607","GRAND OAKS AT TOWER PH I PB 35 PG 68","2,028","06677-030-012","$462,000","4","2","0","2020","Community","Single Family Residence","Fee Simple","$5,860.00","3","3","3","Conventional","07/14/2023","$230.77","$227.81","0.99","WATSON REALTY CORP- TIOGA","Ric Fair","259506391","259506617","Gainesville-Alachua","Gainesville-Alachua"
"1","OM649758","SLD","4119 NW 13TH AVE","GAINESVILLE","32605","WESTMORELAND ESTATES","1,970","06394-010-000","$462,000","4","3","0","1958","Private","Single Family Residence","Fee Simple","$4,516.00","73","73","73","Conventional","03/17/2023","$243.60","$234.52","0.96","ROBERTS REAL ESTATE INC","Mary Beth Elliott","271512358","259500046","Ocala - Marion","Ocala - Marion"
"1","GC511557","SLD","11983 NW 15TH RD","GAINESVILLE","32606","SOUTH POINTE PH II UNIT II A PB 36 PG 15 LOT 28","2,018","04321-203-028","$462,067","4","2","0","2023","None","Single Family Residence","Fee Simple","$1,343.00","66","66","66","Conventional","07/07/2023","$226.96","$228.97","1.01","ENGEL & VOLKERS GAINESVILLE","Trina Christensen","259500510","259500035","Gainesville-Alachua","Gainesville-Alachua"
