"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC505548","SLD","2450 NW 38TH ST","GAINESVILLE","32605","ROCK CREEK","2,987","06105-032-000","$477,000","4","4","0","1981","Private, Community","Single Family Residence","Fee Simple","$8,800.00","2","2","2","Cash","06/14/2022","$150.65","$159.69","1.06","FLORIDA HOMES REALTY & MORTGAGE LLC","Dawne Nuri","259504003","259502008","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501032","SLD","12149 SW 33RD PL","GAINESVILLE","32608","OAKMONT","2,250","04427-111-594","$477,453","4","3","0","2022","None","Single Family Residence","Co-op","$3,918.20","0","0","0","Conventional","08/23/2022","$212.20","$212.2","1.00","ICI SELECT REALTY","Ali Kargar","253004979","272561065","Gainesville-Alachua","Tampa"
"1","GC505244","SLD","12816 SW 2ND AVE","NEWBERRY","32669","TOWN OF TIOGA PH 5","2,118","04333-050-122","$477,500","3","2","0","2005","None","Single Family Residence","Fee Simple","$6,051.00","155","155","157","Private","11/29/2022","$236.02","$225.45","0.96","TIOGA REALTY INC","Rick Hammond","259503756","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504806","SLD","4451 SW 101ST DR","GAINESVILLE","32608","HAILE PLANTATION UNIT 19 PH I","1,867","06860-191-016","$477,500","3","2","0","1996","None","Single Family Residence","Fee Simple","$7,084.00","4","4","5","Cash","06/15/2022","$253.88","$255.76","1.01","COLDWELL BANKER M.M. PARRISH, REALTORS","Lauretta Fogg","259500478","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508556","SLD","18501 NW 46TH AVE","ALACHUA","32615","AIR ESTATES","2,291","04159-010-002","$479,000","3","2","1","2002","None","Single Family Residence","Fee Simple","$3,764.21","13","13","18","Conventional","11/08/2022","$185.51","$209.08","1.13","SAGE REAL ESTATE","Megan Atwater","259505974","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504363","SLD","4512 NW 80TH RD","GAINESVILLE","32653","WESCHESTER CLUSTER PH 3","2,016","06009-030-003","$479,799","4","2","1","2012","Private","Single Family Residence","Fee Simple","$3,860.00","2","2","2","Cash","05/27/2022","$220.73","$238","1.08","ENGEL & VOLKERS GAINESVILLE","Tracey Todd","259506001","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","T3396945","SLD","1164 NW 133RD WAY","NEWBERRY","32669","ARBOR GREENS","3,209","04311-025-311","$479,990","4","3","0","2022","None","Single Family Residence","Fee Simple","$0.00","59","59","59","Conventional","12/29/2022","$149.58","$149.58","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","259500037","Tampa","Tampa"
"1","GC506139","SLD","8723 NW STATE ROAD 45","HIGH SPRINGS","32643","LAUREL FARMS","2,842","01751-015-000","$480,000","3","3","1","2008","None","Single Family Residence","Fee Simple","$4,693.00","22","22","33","Cash","08/18/2022","$175.90","$168.9","0.96","RE/MAX PROFESSIONALS","Jeremy Thomas","259503760","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505152","SLD","8315 SW 16TH PL","GAINESVILLE","32607","AVALON","2,318","06668-220-008","$480,000","3","2","0","1996","Private","Single Family Residence","Fee Simple","$6,606.00","13","13","16","Conventional","07/08/2022","$213.93","$207.08","0.97","WATSON REALTY CORP","Catherine Nelson","259505449","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504937","SLD","3705 SW 94TH WAY","GAINESVILLE","32608","HAILE PLANTATION UNIT 33 PH II","2,178","06860-332-154","$480,000","4","2","1","1999","None","Single Family Residence","Fee Simple","$5,057.00","4","4","13","Cash","06/20/2022","$220.39","$220.39","1.00","ENGEL & VOLKERS GAINESVILLE","Kimberly Mitchell","278037926","259506544","Gainesville-Alachua","Gainesville-Alachua"
