"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3476144","PND","710 NE 11TH AVE","GAINESVILLE","32601","ELLIOT LENGLE","1,996","10418-000-000","$309,900","3","2","0","1946","None","Single Family Residence","Fee Simple","$2,677.00","28","28","28","","","$155.26","","","R L ENTERPRISES","Robert Littman","276511733","","Pinellas Suncoast","Pinellas Suncoast"
"1","A4579969","SLD","1324 SE 2ND AVE","GAINESVILLE","32641","NEW GAINESVILLE REP","616","11589-001-000","$29,900","2","1","0","1954","None","Single Family Residence","Fee Simple","$964.06","0","0","0","Cash","08/28/2023","$97.24","$48.54","0.50","FLATFEE.COM","Cliff Glansen","278017259","259500004","Sarasota - Manatee","Sarasota - Manatee"
"1","GC510580","SLD","1049 SE 23RD ST","GAINESVILLE","32641","WOODLAND PARK","1,159","16054-051-000","$34,990","2","1","0","1952","None","Single Family Residence","Fee Simple","$1,319.26","5","5","5","Cash","02/03/2023","$30.19","$30.19","1.00","WATSON REALTY CORP- TIOGA","Matthew Perry","259506400","259500792","Gainesville-Alachua","Gainesville-Alachua"
"1","GC513627","SLD","6614 SE 209TH ST","HAWTHORNE","32640","METES & BOUNDS","830","19828-004-000","$42,500","2","1","0","1960","None","Single Family Residence","Fee Simple","$1,365.32","155","155","156","Cash","11/27/2023","$56.87","$51.2","0.90","HORIZON REALTY OF ALACHUA INC","Patti Moser","259500210","271500043","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508617","SLD","15514 NW 142ND TER","ALACHUA","32615","GUINN WILLIAMS & REEVES SUR PB C-79A LOT 1","800","03548-000-000","$42,500","2","1","0","1935","None","Single Family Residence","Fee Simple","$741.00","172","172","172","Cash","04/05/2023","$73.75","$53.13","0.72","RABELL REALTY GROUP LLC","Mike Rust","259506066","259500792","Gainesville-Alachua","Gainesville-Alachua"
"1","GC509772","SLD","1530 SE 35TH AVE","GAINESVILLE","32641","SPRING HILL","1,240","16236-010-003","$45,000","3","1","0","1974","None","Single Family Residence","Fee Simple","$1,817.00","10","10","13","Cash","01/02/2023","$52.42","$36.29","0.69","FLORIDA HOMES REALTY & MORTGAGE LLC","Xavrae Burse","259504882","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","T3448368","SLD","819 NE 18TH TER","GAINESVILLE","32641","PINE RIDGE","1,014","10733-056-000","$48,000","3","1","0","1940","None","Single Family Residence","Fee Simple","$1,266.68","57","57","57","Cash","08/21/2023","$68.93","$47.34","0.69","GREEN STAR REALTY, INC.","Holly DiMemmo","261564033","50554","Tampa","Tampa"
"1","GC515325","SLD","702 SE 8TH ST","GAINESVILLE","32601","GAINESVILLE ROPERS ADD","817","12083-002-000","$49,000","2","1","0","1930","None","Single Family Residence","Fee Simple","$1,325.11","5","5","5","Cash","08/29/2023","$59.98","$59.98","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jonathan Mills","259505225","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514891","SLD","222 SE 13TH ST","GAINESVILLE","32641","NEW GAINESVILLE REP","928","11641-000-000","$59,850","2","1","0","1938","None","Single Family Residence","Fee Simple","$1,265.00","13","13","19","Cash","09/21/2023","$53.77","$64.49","1.20","COLDWELL BANKER M.M. PARRISH, REALTORS","Mike LeRoy","259503037","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507737","SLD","315 NE 18TH ST","GAINESVILLE","32641","WARD RPT","457","11197-001-000","$61,000","2","1","0","1945","None","Single Family Residence","Fee Simple","$743.00","113","113","134","Cash","01/12/2023","$142.23","$133.48","0.94","WATSON REALTY CORP","Jesse Whitfield","259504186","259500792","Gainesville-Alachua","Gainesville-Alachua"
"1","OM663977","SLD","7034 SE 222ND ST","HAWTHORNE","32640","N/A","936","19509-000-000","$66,900","3","1","0","1930","None","Single Family Residence","Fee Simple","$1,765.38","9","9","9","Cash","09/27/2023","$80.13","$71.47","0.89","KELLER WILLIAMS CORNERSTONE RE","Matthew English","271516057","271516508","Ocala - Marion","Ocala - Marion"
"1","GC509453","SLD","15 NW 5TH ST","HIGH SPRINGS","32643","G M WHETSTONE ESTATE ADD TO H S","1,204","00729-001-000","$71,500","4","1","1","1942","None","Single Family Residence","Fee Simple","$837.73","82","82","99","Cash, Private","04/07/2023","$68.52","$59.39","0.87","SPLASH REALTY, LLC","Richard Bertocci","279557659","259506016","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512074","SLD","13809 W SR 235","ALACHUA","32615","NOT IN SUBDIVISION","1,748","03129-003-000","$75,000","3","2","0","1958","None","Single Family Residence","Fee Simple","$3,116.00","22","22","23","Private","06/01/2023","$46.91","$42.91","0.91","PEPINE REALTY","Katie Garrett","259505117","261016370","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507732","SLD","2407 NE 4TH AVE","GAINESVILLE","32641","DAVIS REP","713","11163-018-000","$75,000","2","1","0","1956","None","Single Family Residence","Fee Simple","$875.00","219","219","252","Cash","05/09/2023","$119.21","$105.19","0.88","WATSON REALTY CORP","Jesse Whitfield","259504186","264000271","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512075","SLD","2308 NE 55TH BLVD","GAINESVILLE","32641","N/A","792","17750-001-000","$80,000","2","2","0","1963","None","Single Family Residence","Fee Simple","$1,195.89","4","4","4","Cash","04/06/2023","$107.32","$101.01","0.94","EXP REALTY LLC","Jamie Vascotto","258020231","261010944","Gainesville-Alachua","Sarasota - Manatee"
"1","GC513463","SLD","2302 SE 12 ST SE","GAINESVILLE","32641","NA","1,156","15999-000-000","$82,000","3","2","0","1953","None","Single Family Residence","Fee Simple","$2,166.00","5","5","13","Cash","06/16/2023","$58.39","$70.93","1.21","SMART CHOICE REALTY CORP","Daniel McDonald","259500461","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC509584","SLD","2140 NE 7TH PL","GAINESVILLE","32641","DANIEL DIXSON","408","10912-000-000","$82,000","2","1","0","1940","None","Single Family Residence","Fee Simple","$640.00","71","71","85","Cash","03/08/2023","$220.34","$200.98","0.91","PEPINE REALTY","Katie Dale","259505394","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508908","SLD","14226 NW 142ND AVE","ALACHUA","32615","TOMPSETT","1,622","03762-000-000","$82,500","3","3","0","1958","None","Single Family Residence","Fee Simple","$1,317.19","94","94","167","Cash","03/29/2023","$50.86","$50.86","1.00","ZORI REALTY","Vincent Hampton","259505031","259505670","Gainesville-Alachua","Gainesville-Alachua"
"1","GC515788","SLD","2503 NE 70TH ST","GAINESVILLE","32609","N/A","1,620","17743-021-000","$84,900","4","2","0","1961","None","Single Family Residence","Fee Simple","$2,105.46","27","27","34","Cash","10/20/2023","$58.58","$52.41","0.89","HORIZON REALTY OF ALACHUA INC","Patti Moser","259500210","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC516316","SLD","13917 NW 146TH AVE","ALACHUA","32615","CLARKES 1ST ADD TO ALACHUA","1,362","03387-000-000","$85,000","3","1","0","1952","None","Single Family Residence","Fee Simple","$798.00","1","1","5","Cash","12/01/2023","$64.61","$62.41","0.97","FLORIDA HOMES REALTY & MORTGAGE LLC","Xavrae Burse","259504882","261016803","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508992","SLD","2019 NE 3RD PL","GAINESVILLE","32641","AVONDALE ESTATES","760","11130-004-000","$86,000","3","1","0","1972","None","Single Family Residence","Fee Simple","$1,079.97","125","125","146","Conventional","04/27/2023","$124.87","$113.16","0.91","RE/MAX PROFESSIONALS","Robert Ryczek","278000920","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","O6135915","SLD","25131 NW 3RD AVE","NEWBERRY","32669","ORIGINAL NEWBERRY","840","02111-000-000","$89,500","2","1","0","1983","None","Single Family Residence","Fee Simple","$602.00","9","9","9","Cash","09/26/2023","$94.64","$106.55","1.13","REALHOME SERVICE & SOLUTIONS INC","Andrea Butcher-Thomas","288576450","259504964","Orlando Regional","Orlando Regional"
"1","GC516200","SLD","105 NE 20TH ST","GAINESVILLE","32641","THOMAS JACK SUB","883","11219-000-000","$90,000","2","1","0","1950","None","Single Family Residence","Fee Simple","$1,254.61","2","2","2","Cash","10/02/2023","$101.93","$101.93","1.00","BOSSHARDT REALTY SERVICES LLC","Harry Valencia","259505878","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC513862","SLD","4914 SW 47TH ST","GAINESVILLE","32608","RICELANDS SUB","1,010","06967-002-000","$90,000","2","1","0","1959","None","Single Family Residence","Fee Simple","$2,054.00","13","13","21","Cash","07/10/2023","$138.61","$89.11","0.64","CAMPUS TO COAST REALTY, INC","Justin Hardy","259506749","259500023","Gainesville-Alachua","Gainesville-Alachua"
"1","T3448863","SLD","1912 NE 16TH WAY","GAINESVILLE","32609","CAROL ESTATES SO","1,400","10804-095-000","$90,000","2","1","0","1952","None","Single Family Residence","Fee Simple","$2,258.00","2","2","4","Cash","06/12/2023","$70.71","$64.29","0.91","INTL. REALTY PLUS-TAMPA BAY","Tamra Wondrow","261563357","261010944","Tampa","Tampa"
"1","GC514838","SLD","1922 NW 34TH AVE","GAINESVILLE","32605","RIDGE-VIEW","768","08879-013-000","$95,000","2","1","0","1959","None","Single Family Residence","Fee Simple","$344.46","0","0","0","Cash","07/28/2023","$179.69","$123.7","0.69","BHHS FLORIDA REALTY","Terri Ardines","279516784","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514703","SLD","1518 NE 2ND ST","GAINESVILLE","32601","N/A","1,398","1078737","$98,000","3","1","0","1953","None","Single Family Residence","Fee Simple","$452.00","26","26","34","Cash","08/31/2023","$96.57","$70.1","0.73","KELLER WILLIAMS, LLC","Ben Zuber","264000563","259500054","Gainesville-Alachua","Sarasota - Manatee"
"1","GC514158","SLD","7020 SE 221ST ST","HAWTHORNE","32640","N/A","982","19612-000-000","$99,000","2","1","0","1930","None","Single Family Residence","Fee Simple","$1,397.00","118","118","125","Seller Financing","12/13/2023","$100.81","$100.81","1.00","HELEN HERSEY REALTY","Helen Hersey","81600165","119012220","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512024","SLD","532 NW 7TH TER","GAINESVILLE","32601","BROWNS ADDN-H P JACKSON","1,152","13592-000-000","$99,000","3","1","0","1968","None","Single Family Residence","Fee Simple","$558.00","17","17","17","Cash","04/28/2023","$86.80","$85.94","0.99","SAGE REAL ESTATE","Megan Atwater","259505974","259504837","Gainesville-Alachua","Gainesville-Alachua"
"1","GC510466","SLD","3004 NE 10TH ST","GAINESVILLE","32609","HIGHLAND COURT MANOR","1,376","08202-044-000","$100,069","4","2","0","1961","None","Single Family Residence","Fee Simple","$848.00","5","5","15","Cash","02/14/2023","$69.04","$72.72","1.05","COLDWELL BANKER M.M. PARRISH, REALTORS","Mike LeRoy","259503037","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC509150","SLD","1103 NE 1ST ST","GAINESVILLE","32601","HILLS ADD TO GAINESVILLE","660","09894-000-000","$105,000","2","1","0","1920","None","Single Family Residence","Fee Simple","$786.39","52","52","53","Cash","02/28/2023","$204.55","$159.09","0.78","EXIT REALTY PRODUCERS","Judith Levi","85812855","259504115","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508866","SLD","2007 SW 69TH DR","GAINESVILLE","32607","TOWER OAKS MANOR REP #2","923","06678-020-024","$105,000","2","2","0","1984","None","Single Family Residence","Fee Simple","$1,129.57","82","82","82","Conventional","04/06/2023","$118.09","$113.76","0.96","WATSON REALTY CORP- TIOGA","Eric Ascher","259505945","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","A4585665","SLD","1016 NE 24TH ST","GAINESVILLE","32641","FLORIDA GARDENS","1,297","10856-005-000","$107,000","3","2","0","1958","None","Single Family Residence","Fee Simple","$1,969.53","8","8","8","Cash","11/04/2023","$84.73","$82.5","0.97","FLATFEE.COM","Cliff Glansen","278017259","50554","Sarasota - Manatee","Sarasota - Manatee"
"1","GC507911","SLD","4617 SW 67TH TER","GAINESVILLE","32608","GREENLEAF UNIT 2 REP 2","810","06877-220-003","$109,900","2","1","0","1983","None","Single Family Residence","Fee Simple","$1,587.49","38","38","98","Conventional","01/23/2023","$135.68","$135.68","1.00","MATCHMAKER REALTY OF ALACHUA COUNTY","Gia Arvin","259503472","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC516258","SLD","2509 SE 36TH ST","GAINESVILLE","32641","N/A","908","16205-025-000","$110,000","3","1","0","1960","None","Single Family Residence","Fee Simple","$1,725.89","7","7","7","Cash","10/27/2023","$121.04","$121.15","1.00","BHHS FLORIDA REALTY","Ryan Saylor","259503198","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC513395","SLD","3410 SE 23RD AVE","GAINESVILLE","32641","GREENTREE VILLAGE","1,131","16134-051-052","$111,000","2","2","0","1980","None","Single Family Residence","Fee Simple","$1,622.33","3","3","3","Cash","07/28/2023","$110.52","$98.14","0.89","COLDWELL BANKER M.M. PARRISH, REALTORS","Daurine Wehbe","259505727","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505959","SLD","325 NE 18TH ST","GAINESVILLE","32641","WARD RPT","690","11196-000-000","$112,250","2","1","0","1950","None","Single Family Residence","Fee Simple","$1,069.00","246","246","256","Conventional","04/25/2023","$181.16","$162.68","0.90","COLDWELL BANKER M.M. PARRISH, REALTORS","Daurine Wehbe","259505727","259505691","Gainesville-Alachua","Gainesville-Alachua"
"1","U8188366","SLD","2145 E UNIVERSITY AVE","GAINESVILLE","32641","NOT IN SUBDIVISION","1,931","11250-005-000","$113,100","3","2","0","1950","None","Single Family Residence","Fee Simple","$1,873.24","2","2","2","Cash","03/06/2023","$67.32","$58.57","0.87","CLARKE REALTY LLC","Mustafa Lakadawala","259505289","261013545","Pinellas Suncoast","Pinellas Suncoast"
