"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC514219","SLD","1410 NW 46TH ST","GAINESVILLE","32605","SUBURBAN HEIGHTS","2,974","06383028016","$385,000","4","3","0","1969","None","Single Family Residence","Fee Simple","$6,709.00","5","5","5","Conventional","08/01/2023","$127.74","$129.46","1.01","RE/MAX PROFESSIONALS","Dada McGlynn","275501157","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","U8201677","SLD","5007 NW 75TH LN","GAINESVILLE","32653","BLUES CREEK","1,950","06006-030-008","$385,000","4","2","0","1993","Community","Single Family Residence","Fee Simple","$3,197.00","115","115","127","Conventional","11/20/2023","$212.82","$197.44","0.93","SEIDE REALTY","Kathleen Seide","259503810","259506544","Pinellas Suncoast","Pinellas Suncoast"
"1","GC512830","SLD","6801 SW 80TH DR","GAINESVILLE","32608","MENTONE CLUSTER PH II","1,728","07061-020-045","$385,000","3","2","0","1998","Community","Single Family Residence","Fee Simple","$4,206.81","2","2","2","Conventional","06/05/2023","$230.32","$222.8","0.97","RE/MAX PROFESSIONALS","Robert Ryczek","278000920","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","O6099433","SLD","23077 NW 4TH PL","NEWBERRY","32669","NEWBERRY OAKS PH 9","1,970","01901-090-232","$385,000","3","2","0","2018","None","Single Family Residence","Fee Simple","$5,881.83","26","26","32","Conventional","05/31/2023","$197.92","$195.43","0.99","RE/MAX TOWN CENTRE","Michael Parks","641648895","259500037","Orlando Regional","Orlando Regional"
"1","GC512092","SLD","1415 SW 68TH TER","GAINESVILLE","32607","GRAND OAKS AT TOWER PH I PB 35 PG 68","1,700","06677-030-121","$385,000","3","2","0","2021","Community","Single Family Residence","Fee Simple","$5,622.00","4","4","4","Conventional","06/20/2023","$232.35","$226.47","0.97","WATSON REALTY CORP","Allison Ables Janes","259504715","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC510989","SLD","23156 NW 183 LN","HIGH SPRINGS","32643","HERON LANDING","1,860","01386-010-005","$385,000","3","2","0","2005","Private","Single Family Residence","Fee Simple","$4,825.00","55","55","55","Cash","05/23/2023","$214.52","$206.99","0.96","VANBEEK REALTY LLC","Julie VanBeek","259503542","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC509895","SLD","1118 SW 82ND TER","GAINESVILLE","32607","FAIRFIELD PH II","1,707","06670-020-024","$385,000","4","3","0","1990","None","Single Family Residence","Fee Simple","$3,956.41","56","24","60","Conventional","03/03/2023","$222.03","$225.54","1.02","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Lindsey Johnson","259505655","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","T3411124","SLD","2234 NW 89TH WAY","GAINESVILLE","32606","TARA LANE","1,951","06322-100-005","$385,000","3","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","236","236","236","Conventional","07/26/2023","$197.33","$197.33","1.00","LENNAR REALTY","Ben Goldstein","629029835","270534868","Tampa","Tampa"
"1","GC506083","SLD","2006 NW 17TH LN","GAINESVILLE","32605","FOREST RIDGE","2,930","09018-035-000","$385,000","5","3","0","1967","None","Single Family Residence","Fee Simple","$6,615.86","98","98","174","Conventional","01/10/2023","$145.05","$131.4","0.91","COLDWELL BANKER M.M. PARRISH, REALTORS","Kris Kelly","259505056","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","O6010354","SLD","636 NW 247TH TER","NEWBERRY","32669","OAK PARK","3,230","01934-020-110","$385,000","5","3","1","2022","None","Single Family Residence","Fee Simple","$672.90","272","272","277","FHA","01/27/2023","$123.81","$119.2","0.96","ADNORAM REALTY","Jay Garick","261017253","259505695","Orlando Regional","Orlando Regional"
"1","T3422460","SLD","5119 SW 47TH LN","GAINESVILLE","32608","OAKS PRESERVE","1,886","06951-010-041","$385,990","3","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","117","117","117","FHA","06/27/2023","$205.72","$204.66","0.99","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","261012046","Tampa","Tampa"
"1","T3411619","SLD","4765 SW 51ST DR","GAINESVILLE","32608","OAKS PRESERVE","2,176","06951-010-012","$385,990","4","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","32","32","131","Cash","04/28/2023","$181.98","$177.39","0.97","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","259500037","Tampa","Tampa"
"1","GC512399","SLD","6444 NW 42ND RD","GAINESVILLE","32606","SUMMER CREEK PH I","1,833","06048-010-016","$386,000","3","2","0","1990","None","Single Family Residence","Fee Simple","$5,124.52","3","3","3","Cash","04/25/2023","$207.26","$210.58","1.02","BOSSHARDT REALTY SERVICES LLC","Henry Rabell","259503136","261010944","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507151","SLD","16527 NW 165TH LN","ALACHUA","32615","HERITAGE OAKS PH 1","2,600","03053-010-016","$386,000","4","2","1","2006","None","Single Family Residence","Fee Simple","$7,451.00","164","164","164","Conventional","02/28/2023","$149.96","$148.46","0.99","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Brian Coker","259506005","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC513632","SLD","1395 NW 118TH ST","GAINESVILLE","32606","SOUTH POINTE","1,771","04321204102","$387,000","4","2","0","2013","Community","Single Family Residence","Fee Simple","$4,173.86","27","27","27","Conventional","08/01/2023","$225.30","$218.52","0.97","BOSSHARDT REALTY SERVICES LLC","Henry Rabell","259503136","259500023","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511095","SLD","10431 NW 35TH PL","GAINESVILLE","32606","MEADOWBROOK","2,046","06234-240-085","$387,500","3","3","0","1995","Community","Single Family Residence","Fee Simple","$2,481.00","37","37","37","Conventional","04/24/2023","$195.45","$189.39","0.97","FREEMAN REALTY INC","Carolyne Freeman","259500499","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507822","SLD","6679 SW 15TH PL","GAINESVILLE","32607","GRAND OAKS","1,705","06677-030-138","$387,500","3","2","0","2022","None","Single Family Residence","Fee Simple","$0.00","213","213","220","Cash","04/17/2023","$231.67","$227.27","0.98","RABELL REALTY GROUP LLC","Kristen Rabell","259504030","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","T3431662","SLD","13639 NW 13TH PL","NEWBERRY","32669","ARBOR GREENS","1,787","04338-023-219","$387,990","3","2","0","2023","None","Single Family Residence","Fee Simple","$0.00","104","104","104","Conventional","07/31/2023","$217.12","$217.12","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","259505695","Tampa","Tampa"
"1","T3411614","SLD","4687 SW 51ST DR","GAINESVILLE","32608","OAKS PRESERVE","2,176","06951-010-005","$387,990","4","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","112","112","112","Conventional","03/30/2023","$178.30","$178.3","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","55055","Tampa","Tampa"
