"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC515608","SLD","2267 SW 43RD PL","GAINESVILLE","32608","IDYLWILD SOUTH-ADDITION -SERENOLA","2,307","07215-012-000","$320,000","3","2","0","1973","None","Single Family Residence","Fee Simple","$2,363.00","69","69","88","Cash","12/19/2023","$140.44","$138.71","0.99","RESOURCE REALTY, LLC","Evan Yavelberg","259505030","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC515220","SLD","3405 NW 19TH PL","GAINESVILLE","32605","GREENBRAIR","1,652","06415-002-035","$320,000","3","2","0","1971","None","Single Family Residence","Fee Simple","$2,761.78","11","11","11","Cash","08/28/2023","$202.72","$193.7","0.96","SAXON REALTY INC","Gregg Martin","259503082","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514902","SLD","8608 SW 77TH AVE","GAINESVILLE","32608","LONGLEAF UNIT 1 PH 2","1,381","07098-102-093","$320,000","2","2","0","2005","Community","Single Family Residence","Fee Simple","$3,978.61","31","7","7","Conventional","08/25/2023","$235.26","$231.72","0.98","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","260011623","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514636","SLD","7407 NE 57TH ST","GAINESVILLE","32609","N/A","1,492","07836-017-003","$320,000","3","2","0","1975","None","Single Family Residence","Fee Simple","$2,819.79","22","22","24","Conventional","09/21/2023","$214.48","$214.48","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Keelan Cox","259505393","261010944","Gainesville-Alachua","Gainesville-Alachua"
"1","O6116149","SLD","1255 SE 12TH AVE","GAINESVILLE","32641","FISHERS REP L 5 B 5 R 7 GOSS","2,002","15842-004-000","$320,000","4","3","0","1968","None","Single Family Residence","Fee Simple","$3,699.00","45","45","45","VA","09/22/2023","$144.86","$159.84","1.10","GAILEY ENTERPRISES REAL ESTATE","Richard Gailey","270531458","259504874","Orlando Regional","Ocala - Marion"
"1","GC513380","SLD","501 SW 75TH TER","GAINESVILLE","32607","WESTCHESTER MANOR","1,413","06656-700-032","$320,000","3","2","0","1982","None","Single Family Residence","Fee Simple","$2,423.27","29","29","51","Conventional","07/27/2023","$226.47","$226.47","1.00","CAMPUS TO COAST REALTY, INC","Heather Swanson","259503653","25950341","Gainesville-Alachua","Gainesville-Alachua"
"1","T3444807","SLD","24435 NW 23RD LN","NEWBERRY","32669","AVALON WOODS","1,619","01874-200-140","$320,000","3","2","0","2023","None","Single Family Residence","Fee Simple","$0.00","3","3","3","FHA","10/04/2023","$201.35","$197.65","0.98","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","259504964","Tampa","Tampa"
"1","GC513041","SLD","10739 NW 62ND TER","ALACHUA","32615","TURKEY CREEK UNIT 6 REP","1,577","05900-609-008","$320,000","3","2","0","2003","Community","Single Family Residence","Fee Simple","$2,970.93","19","19","20","Cash","06/26/2023","$209.26","$202.92","0.97","COLDWELL BANKER M.M. PARRISH, REALTORS","Meghan McGriff","259505817","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512820","SLD","14061 NW 9TH RD","NEWBERRY","32669","STRAWBERRY  FIELDS","1,432","04292-020-060","$320,000","3","2","0","2008","None","Single Family Residence","Fee Simple","$3,195.00","12","12","13","Conventional","12/13/2023","$226.96","$223.46","0.98","FLORIDA HOMES REALTY & MORTGAGE LLC","Darlene Pifalo","259500293","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512587","SLD","11629 CREEK DR","ALACHUA","32615","TURKEY CREEK UNIT 10 REP","1,785","05900-104-005","$320,000","3","2","0","2004","Community","Single Family Residence","Fee Simple","$2,364.68","5","5","6","FHA","05/30/2023","$176.31","$179.27","1.02","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Craig Wilburn","259503108","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC512569","SLD","1552 NW 120TH WAY","GAINESVILLE","32606","SOUTH POINTE PH 1 UNIT 5-B","2,066","04321-052-057","$320,000","2","2","0","2018","Community","Single Family Residence","Fee Simple","$3,252.21","2","2","3","Cash","06/13/2023","$159.73","$154.89","0.97","BOSSHARDT REALTY SERVICES LLC","Crystal Hassell","259506172","264000987","Gainesville-Alachua","Gainesville-Alachua"
