prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd
37013,0.27,1613,3,GAINESVILLE,31501,250600,1998,100,1613.0,1998,2022,0,-82.37290094,29.69673356,06067-010-007,0.0,379.0,420.0,23,23,0,0,2.0,389,174323.18,1
35321,0.21,1324,3,ST. JOHN'S,187601,229000,1988,100,1324.0,1988,2022,0,-82.40890977,29.69389055,06048-010-036,0.0,200.0,420.0,33,33,0,0,2.0,1124,114321.06,1
34603,2.3,1940,3,SUWANNEE,36700,229500,1972,100,1940.0,1962,2022,0,-82.41652302,29.71115391,06027-030-000,0.0,32.0,380.0,49,59,0,0,2.0,3410,114316.01,1
33615,0.15,1886,3,GAINESVILLE,129000,314000,1990,100,1546.0,1990,2022,0,-82.37964662,29.71233474,06017-032-019,0.0,364.0,441.0,31,31,0,0,2.0,1535,164314.06,1
32343,0.25,1156,3,GAINESVILLE,142200,209700,1990,100,1156.0,1974,2022,0,-82.36573129,29.70642201,06014-020-082,0.0,40.0,228.0,31,47,0,0,2.0,966,174313.01,1
30883,0.06,1327,3,GAINESVILLE,18700,173300,2004,100,1326.5,1999,2022,0,-82.39379475,29.72478784,06006-063-052,0.0,13.5,434.0,17,22,0,0,2.0,224,114310.09,1
25024,0.25,1224,3,ARCHER,246900,71000,1982,100,1074.0,1982,2022,0,-82.5109647,29.53174243,04907-004-005,0.0,150.0,0.0,39,39,0,0,1.5,167,216216.01,1
20300,0.25,2443,4,SUWANNEE,245500,618300,2017,100,2442.5,2017,2022,0,-82.45921148,29.67109965,04321-053-054,0.0,340.5,483.0,4,4,0,0,2.5,15001,134236.03,1
19814,0.05,1184,3,SUWANNEE,245304,280300,2015,100,1183.5,2015,2022,0,-82.47747373,29.66411142,04314-102-119,0.0,177.5,273.0,6,6,0,0,2.0,66,154235.01,1
19754,0.05,1360,3,SUWANNEE,245304,279900,2017,100,1248.0,2017,2022,0,-82.47614339,29.66354849,04314-102-059,0.0,176.0,288.0,4,4,0,0,2.0,0,154235.01,1
16039,0.51,1204,3,ALACHUA,154800,225200,1999,100,1204.0,1994,2022,0,-82.51710018,29.76521214,03980-010-023,0.0,0.0,440.0,22,27,0,0,2.0,958,233228.02,1
14435,0.34,692,3,ALACHUA,76600,60600,1970,100,692.0,1933,2022,0,-82.49747601,29.7969252,03554-000-000,0.0,108.0,0.0,51,88,0,0,1.0,0,233215.03,1
13388,0.17,867,3,ALACHUA,2300,107500,1991,100,867.0,1991,2022,0,-82.47477579,29.79155345,03195-002-043,0.0,112.0,281.0,30,30,0,0,1.0,224,233213.02,1
11975,1.09,2208,3,SUWANNEE,0,255000,1988,100,2208.0,1900,2022,0,-82.50067999,29.83698132,02966-000-000,0.0,520.0,0.0,33,121,0,0,3.0,12187,232200.0,1
8894,0.23,725,1,NEWBERRY,138300,56300,1970,100,725.0,1952,2022,0,-82.61025527,29.64882948,02100-000-000,0.0,16.0,0.0,51,69,0,0,2.0,1080,215104.04,1
4848,1.02,1873,3,HIGH SPRINGS,228700,410400,2005,100,1873.0,2005,2022,0,-82.60488119,29.80298535,01486-010-007,0.0,519.0,460.0,16,16,0,0,2.0,12628,223110.01,1
3547,1.15,2112,3,HIGH SPRINGS,94500,271100,1996,100,1618.0,1976,2022,0,-82.60464586,29.83627396,00983-000-000,494.0,36.0,0.0,25,45,0,0,1.5,10363,223100.09,1
3482,0.34,1083,2,HIGH SPRINGS,64600,91900,1976,100,1083.0,1929,2022,0,-82.60636425,29.83200859,00911-000-000,0.0,96.0,0.0,45,92,0,0,1.0,0,223100.07,1
18870,0.17,1521,3,SUWANNEE,239800,389300,2005,100,1521.0,2005,2023,0,-82.49927731,29.67419616,04227-010-078,0.0,292.0,420.0,17,17,0,0,2.0,1519,134227.02,1
17046,21.0,1882,3,SUWANNEE,0,757800,2000,100,1882.0,1983,2023,0,-82.53912259,29.72416643,04092-003-000,0.0,746.0,598.0,22,39,0,0,2.0,4932,154208.45,1
12667,0.25,2640,4,ALACHUA,238900,488400,2004,100,2640.0,2004,2023,0,-82.5210624,29.80653447,03053-010-001,0.0,781.0,483.0,18,18,0,0,2.0,7541,233208.02,1
13388,0.17,867,3,ALACHUA,2300,142900,1991,100,867.0,1991,2023,0,-82.47477579,29.79155345,03195-002-043,0.0,112.0,281.0,31,31,0,0,1.0,224,233213.02,1
12151,2.0,2748,4,ALACHUA,48900,543200,2012,100,2448.5,1996,2023,0,-82.50154044,29.8162852,03013-020-014,0.0,355.5,506.0,10,26,0,0,2.0,5859,233203.01,1
30333,0.1,1152,3,GAINESVILLE,200500,189600,1987,100,1152.0,1987,2023,0,-82.38327115,29.73262282,05979-069-000,0.0,0.0,0.0,35,35,0,0,2.0,368,174302.01,2
8894,0.23,725,3,NEWBERRY,138300,78700,1990,100,725.0,1952,2023,0,-82.61025527,29.64882948,02100-000-000,0.0,16.0,0.0,32,70,0,0,2.0,1080,215104.04,2
25024,0.25,1224,3,ARCHER,246900,195200,1995,100,1074.0,1982,2023,0,-82.5109647,29.53174243,04907-004-005,0.0,150.0,0.0,27,40,0,0,1.5,167,216216.01,1
25161,1.64,1664,3,ARCHER,0,261400,1995,100,1664.0,1973,2023,0,-82.52230677,29.52597415,04961-002-000,0.0,0.0,280.0,27,49,0,0,2.0,3431,216200.5,1
25524,0.23,1044,2,SUWANNEE,0,56500,1962,100,1044.0,1962,2023,0,-82.52357926,29.52138827,05105-003-000,0.0,0.0,0.0,60,60,0,0,1.0,0,216200.0,1
3237,0.34,1171,3,HIGH SPRINGS,64600,179200,1978,100,1171.0,1963,2023,0,-82.59873641,29.8319827,00703-006-000,0.0,147.0,0.0,44,59,0,0,1.0,915,223100.07,1
3547,1.15,2112,3,HIGH SPRINGS,94500,260300,1996,100,1618.0,1976,2023,0,-82.60464586,29.83627396,00983-000-000,494.0,36.0,0.0,26,46,0,0,1.5,10363,223100.09,1
19754,0.05,1360,3,SUWANNEE,245304,300600,2017,100,1248.0,2017,2023,0,-82.47614339,29.66354849,04314-102-059,0.0,176.0,288.0,5,5,0,0,2.0,0,154235.01,2
34461,1.17,2361,3,SUWANNEE,182100,303900,1985,100,2361.0,1977,2023,0,-82.40388481,29.71021215,06024-049-000,0.0,15.0,662.0,37,45,0,0,2.5,11396,114315.02,1
34702,1.02,1758,4,SUWANNEE,121200,426400,2007,100,1758.0,1981,2023,0,-82.43233392,29.70700686,06035-003-020,0.0,222.0,390.0,15,41,0,0,2.0,8189,114317.01,2
35649,1.91,3983,5,ST. JOHN'S,195500,972800,2006,100,1915.0,1994,2023,0,-82.41552108,29.70128892,06050-010-011,2068.0,26.0,834.0,16,28,0,0,3.0,14458,114321.03,1
49330,0.24,1580,3,GAINESVILLE,221800,166300,1975,100,1580.0,1957,2023,0,-82.37427669,29.65628157,06482-066-000,0.0,0.0,0.0,47,65,0,0,2.0,1143,145302.01,1
49466,0.24,1340,3,GAINESVILLE,72800,225600,1975,100,962.0,1956,2023,0,-82.37848405,29.65386576,06484-076-000,0.0,687.0,0.0,47,66,0,0,1.0,531,145302.01,1
80017,0.15,1125,2,GAINESVILLE,183000,289600,2005,100,1125.0,1940,2023,0,-82.33192791,29.66026799,09468-000-000,0.0,140.0,0.0,17,82,0,0,2.0,343,324432.03,2
97547,0.23,1368,2,ST. JOHN'S,0,153400,1970,100,1256.0,1960,2023,0,-82.2438816,29.67586308,17744-005-000,0.0,112.0,0.0,52,62,0,0,1.0,484,314530.01,1
32481,0.25,1820,3,GAINESVILLE,142300,137600,1978,100,1820.0,1975,2023,0,-82.36519259,29.70838716,06014-022-084,0.0,0.0,0.0,44,47,0,0,2.0,437,174313.01,1
32651,0.25,1561,3,GAINESVILLE,142400,185300,1977,100,1181.0,1977,2023,0,-82.36696652,29.71154159,06014-024-097,0.0,405.0,0.0,45,45,0,0,2.0,1346,174313.01,1
33426,0.11,1718,3,GAINESVILLE,127400,253100,1987,100,800.0,1985,2023,0,-82.3789437,29.70939124,06017-001-034,918.0,0.0,326.0,35,37,0,0,2.5,1016,164314.01,1
47232,0.23,1052,3,GAINESVILLE,57900,208700,1990,100,912.0,1962,2023,0,-82.38257067,29.66740034,06398-005-000,0.0,231.0,0.0,32,60,0,0,1.0,1512,114335.12,2
77257,0.33,1112,3,GAINESVILLE,188100,200200,1983,100,1112.0,1983,2023,0,-82.33738647,29.68235731,08824-000-000,0.0,80.0,396.0,39,39,0,0,1.5,2365,324429.02,1
92913,0.24,1404,2,ST. JOHN'S,108801,165700,1990,100,1404.0,1966,2023,0,-82.28188134,29.63444674,16134-024-006,0.0,0.0,0.0,32,56,0,0,2.0,1292,315411.03,1
93409,0.28,973,3,ST. JOHN'S,110300,146000,1985,100,832.0,1970,2023,0,-82.27149602,29.63213248,16187-063-000,0.0,201.0,0.0,37,52,0,0,1.0,144,315412.02,1
32064,0.4,1384,3,GAINESVILLE,141800,281300,2005,100,1384.0,1981,2023,0,-82.37105897,29.71197338,06014-012-010,0.0,20.0,440.0,17,41,0,0,2.0,2096,174313.12,1
32343,0.25,1156,3,GAINESVILLE,142200,231200,1995,100,1156.0,1974,2023,0,-82.36573129,29.70642201,06014-020-082,0.0,40.0,228.0,27,48,0,0,2.0,966,174313.01,1
46530,0.36,2710,3,GAINESVILLE,186700,515400,2005,100,2710.0,1968,2023,0,-82.39069959,29.66966493,06383-029-018,0.0,162.0,0.0,17,54,0,0,2.0,2368,114334.1,1
74597,0.27,1113,3,GAINESVILLE,145500,228100,2012,100,1113.0,1952,2023,0,-82.33329382,29.68914577,08055-020-000,0.0,77.0,0.0,10,70,0,0,2.0,1050,324420.03,1
75167,0.2,1326,3,GAINESVILLE,32600,245200,1999,100,1058.0,1965,2023,0,-82.30236374,29.67931204,08197-004-011,0.0,292.0,0.0,23,57,0,0,3.0,1511,324427.01,2
75728,0.18,1274,3,GAINESVILLE,95800,206700,2000,100,1274.0,1960,2023,0,-82.31278593,29.67778212,08202-145-000,0.0,0.0,0.0,22,62,0,0,1.0,1836,324428.02,1
44990,0.33,1883,4,ST. JOHN'S,37500,370700,1996,100,1883.0,1996,2023,0,-82.43721464,29.6723294,06322-010-011,0.0,242.5,484.0,26,26,0,0,2.5,7899,114332.02,1
59243,0.23,2440,3,ST. JOHN'S,226400,397000,2002,100,2439.5,2002,2023,0,-82.43031235,29.60716449,06858-020-114,0.0,223.5,457.0,20,20,0,0,3.0,1108,125320.18,1
73295,0.05,1238,3,GAINESVILLE,236402,251800,2014,100,1238.0,2014,2023,0,-82.35491732,29.70250712,07891-030-227,0.0,81.0,264.0,8,8,0,0,2.0,822,324419.03,1
73296,0.05,1166,3,GAINESVILLE,236402,269900,2014,100,1166.0,2014,2023,0,-82.35480709,29.70250663,07891-030-228,0.0,24.0,276.0,8,8,0,0,2.0,11870,324419.03,1
89742,0.47,1863,3,GAINESVILLE,61500,439800,1985,100,1863.0,1954,2023,0,-82.34591195,29.65872745,15256-000-000,0.0,54.0,0.0,37,68,0,0,2.0,3268,145406.03,1
41709,0.27,1810,3,ST. JOHN'S,108700,307500,1986,100,1810.0,1986,2023,0,-82.39488315,29.68551531,06124-002-013,0.0,234.0,0.0,36,36,0,0,2.0,1145,114327.01,1
42591,0.32,1647,3,ST. JOHN'S,0,386600,2015,100,1647.0,1964,2023,0,-82.39233004,29.67469035,06178-005-000,0.0,138.0,540.0,7,58,0,0,2.0,629,114327.05,2
70598,17.33,2506,5,ST. JOHN'S,0,1286300,2010,100,2506.0,1997,2023,0,-82.4135922,29.522405,07411-004-000,0.0,365.0,505.0,12,25,0,0,2.0,26181,216300.0,1
72381,2.8,1249,3,ST. JOHN'S,56000,186800,1995,100,1249.0,1974,2023,0,-82.27921432,29.71949591,07832-004-000,0.0,168.0,0.0,27,48,0,0,2.0,2509,324400.0,1
87817,0.24,1322,3,GAINESVILLE,23200,362700,1981,100,1322.0,1932,2023,0,-82.33191727,29.65367521,13669-000-000,0.0,96.0,0.0,41,90,0,0,1.0,3037,136030.35,1
88228,0.14,1412,3,GAINESVILLE,25100,134100,1974,100,1412.0,1927,2023,0,-82.33788463,29.65676917,14072-000-000,0.0,384.0,0.0,48,95,0,0,1.0,607,145405.07,1
84296,0.9,883,2,GAINESVILLE,194300,70900,1955,100,883.0,1950,2023,0,-82.2985453,29.65317536,11219-000-000,0.0,77.0,0.0,67,72,0,0,1.0,447,315403.01,1
84457,0.23,1800,3,GAINESVILLE,137006,136300,1978,100,1800.0,1965,2023,0,-82.29808755,29.64918307,11276-009-000,0.0,0.0,0.0,44,57,0,0,2.0,288,315403.03,1
85097,0.18,752,3,GAINESVILLE,113300,83900,1998,100,672.0,1948,2023,0,-82.30465479,29.65222512,11731-000-000,0.0,80.0,0.0,24,74,0,0,1.0,0,315403.01,1
82519,0.23,1120,3,GAINESVILLE,140500,181300,2004,100,1120.0,1958,2023,0,-82.30076346,29.66955631,10760-015-000,0.0,40.0,0.0,18,64,0,0,1.0,5303,324434.01,1
82761,0.14,1214,3,GAINESVILLE,34800,90000,1977,100,1054.0,1969,2023,0,-82.29159558,29.66292252,10823-069-000,0.0,360.0,0.0,45,53,0,0,2.0,176,324434.06,1
81708,0.26,1694,3,GAINESVILLE,95500,251100,1978,100,1694.0,1958,2023,0,-82.30733571,29.66567722,10575-005-000,0.0,84.0,0.0,44,64,0,0,2.0,454,324433.02,1
98216,0.18,632,2,ST. JOHN'S,113100,82400,1995,100,632.0,1960,2023,0,-82.24151975,29.64997181,17940-117-000,0.0,0.0,0.0,27,62,0,0,1.0,305,315506.12,1
21045,0.28,3704,4,SUWANNEE,199300,514500,2000,100,1436.0,1997,2024,0,-82.48251008,29.65386597,04333-010-010,1400.0,1816.0,528.0,23,26,0,0,3.5,15089,215202.04,1
81415,0.36,1538,3,GAINESVILLE,67200,305800,2008,100,1298.0,1953,2024,0,-82.31686819,29.66320781,10419-001-000,0.0,308.0,0.0,15,70,0,0,2.0,290,324433.04,1
95991,0.43,1619,3,WALDO,154200,176400,2002,100,1619.0,2002,2024,0,-82.17138193,29.79323977,17048-017-001,0.0,294.0,598.0,21,21,0,0,2.0,19558,313523.02,1
25524,0.23,1044,2,SUWANNEE,0,85800,1999,100,1044.0,1962,2024,0,-82.52357926,29.52138827,05105-003-000,0.0,0.0,0.0,24,61,0,0,1.0,0,216200.0,1
39732,1.0,2027,4,GAINESVILLE,37200,392000,2015,100,2027.0,1981,2024,0,-82.36751346,29.68575524,06092-004-009,0.0,355.0,529.0,8,42,0,0,3.0,25574,134325.08,1
54770,0.12,1050,3,ST. JOHN'S,153700,213600,1994,100,1050.0,1986,2024,0,-82.42118188,29.63399741,06678-015-050,0.0,30.0,290.0,29,37,0,0,2.0,510,125309.03,1
3237,0.34,1171,3,HIGH SPRINGS,64600,245000,2005,100,1171.0,1963,2024,0,-82.59873641,29.8319827,00703-006-000,0.0,147.0,0.0,18,60,0,0,1.0,2124,223100.07,1
4848,1.02,1873,3,HIGH SPRINGS,228700,443500,2012,100,1873.0,2005,2024,0,-82.60488119,29.80298535,01486-010-007,0.0,519.0,460.0,11,18,0,0,2.0,47412,223110.01,1
53161,0.93,2470,4,ST. JOHN'S,224300,650000,2015,100,2470.0,2013,2024,0,-82.45219721,29.64010529,06665-010-022,0.0,547.0,568.0,8,10,0,0,3.0,1965,125307.06,1
82055,0.24,1367,3,GAINESVILLE,31900,181300,1994,100,1175.0,1958,2024,0,-82.30709251,29.67018829,10618-023-000,0.0,192.0,0.0,29,65,0,0,2.0,1700,324433.01,2
82079,0.25,1544,3,GAINESVILLE,31900,155200,1999,100,1344.0,1959,2024,0,-82.30803073,29.66786237,10620-020-000,0.0,200.0,0.0,24,64,0,0,1.0,2670,324433.01,2
82761,0.14,1214,3,GAINESVILLE,34800,117600,1994,100,1054.0,1969,2024,0,-82.29159558,29.66292252,10823-069-000,0.0,360.0,0.0,29,54,0,0,2.0,176,324434.06,1
18328,0.19,1748,4,SUWANNEE,212600,217800,1997,100,1748.0,1995,2024,0,-82.46216259,29.68606865,04211-301-034,0.0,148.0,441.0,26,28,0,0,2.0,2821,134225.02,1
49330,0.24,1580,3,GAINESVILLE,221800,262700,1994,100,1580.0,1957,2024,0,-82.37427669,29.65628157,06482-066-000,0.0,0.0,0.0,29,66,0,0,2.0,1219,145302.01,1
49532,0.23,1512,3,GAINESVILLE,174000,235200,2004,100,1512.0,1959,2024,0,-82.37921518,29.65854121,06487-005-000,0.0,76.0,216.0,19,64,0,0,1.5,1740,145302.01,2
16039,0.51,1204,3,ALACHUA,154800,265000,1999,100,1204.0,1994,2024,0,-82.51710018,29.76521214,03980-010-023,0.0,0.0,440.0,24,29,0,0,2.0,958,233228.02,1
16896,7.1,1527,3,SUWANNEE,29900,245000,1994,100,1152.0,1981,2024,0,-82.55015461,29.71381557,04079-018-000,0.0,375.0,0.0,29,42,0,0,2.0,2500,154207.41,1
32661,0.25,1403,3,GAINESVILLE,142400,191100,1994,100,1403.0,1979,2024,0,-82.36748924,29.71075154,06014-025-007,0.0,63.0,0.0,29,44,0,0,2.0,3361,174313.01,1
61947,0.16,1926,4,ST. JOHN'S,228605,380000,2006,100,1926.0,2006,2024,0,-82.43509323,29.63015638,06860-366-025,0.0,331.0,380.0,17,17,0,0,2.0,3651,125317.06,1
12410,0.16,1607,3,HIGH SPRINGS,246700,313500,2012,100,1607.0,2012,2024,0,-82.55135106,29.80721487,03034-010-069,0.0,178.0,400.0,11,11,0,0,2.0,971,223100.15,1
12667,0.25,2640,4,ALACHUA,238900,465000,2004,100,2640.0,2004,2024,0,-82.5210624,29.80653447,03053-010-001,0.0,781.0,483.0,19,19,0,0,2.0,17172,233208.02,1
13424,0.21,1006,3,ALACHUA,2300,250500,2009,100,1006.0,2004,2024,0,-82.47596099,29.78960559,03195-002-079,0.0,30.0,418.0,14,19,0,0,2.0,2011,233213.02,1
14750,0.69,1622,3,ALACHUA,197400,160000,1994,100,1622.0,1958,2024,0,-82.49788576,29.78562228,03757-000-000,0.0,110.0,0.0,29,65,0,0,2.0,8402,233215.02,1
30964,0.06,1514,3,GAINESVILLE,230000,283800,2003,100,1351.5,2003,2024,0,-82.39499846,29.72676732,06006-066-130,0.0,190.5,456.0,20,20,0,0,2.0,208,114310.09,1
45913,0.24,940,3,GAINESVILLE,155500,208300,2009,100,940.0,1965,2024,0,-82.40127268,29.67217588,06355-007-000,0.0,169.0,0.0,14,58,0,0,1.0,550,114334.01,2
46900,0.28,1753,3,GAINESVILLE,149300,320100,1994,100,1753.0,1962,2024,0,-82.38752134,29.66991238,06391-050-000,0.0,0.0,0.0,29,61,0,0,1.5,10028,114335.12,2
61011,0.04,1616,3,ST. JOHN'S,80000,340000,2000,100,808.0,2000,2024,0,-82.43790968,29.60860249,06860-290-036,808.0,132.0,540.0,23,23,0,0,2.5,557,125320.02,1
44087,0.4,1788,3,ST. JOHN'S,145300,274400,1994,100,1788.0,1982,2024,0,-82.44320191,29.66470122,06300-004-000,0.0,228.0,462.0,29,41,0,0,2.5,2936,114331.01,1
44504,0.3,2324,4,ST. JOHN'S,21107,323400,2018,100,2324.0,1996,2024,0,-82.45237838,29.66361201,06306-042-016,0.0,63.0,420.0,5,27,0,0,2.0,3717,114331.04,1
59226,0.17,2036,3,ST. JOHN'S,226400,285000,2007,100,2035.5,2002,2024,0,-82.42832818,29.60713314,06858-020-097,0.0,155.5,420.0,16,21,0,0,2.0,360,125320.18,1
9744,0.24,1794,3,NEWBERRY,247101,347800,2012,100,1794.0,2012,2024,0,-82.60796609,29.6328763,02530-020-031,0.0,224.0,528.0,11,11,0,0,2.0,1725,215109.01,1
42706,0.2,1960,3,ST. JOHN'S,89900,256800,1994,100,854.0,1983,2024,0,-82.40633367,29.68642088,06196-024-000,686.0,484.0,0.0,29,40,0,0,2.5,4027,114328.08,1
43265,0.3,1188,3,ST. JOHN'S,233201,191600,1994,100,988.0,1984,2024,0,-82.42510978,29.68072488,06230-060-037,0.0,268.0,0.0,29,39,0,0,1.5,3590,114329.03,1
