"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC509177","SLD","1816 NW 22ND TER","GAINESVILLE","32605","FOREST RIDGE","1,805","09018-094-000","$389,500","3","2","0","1966","None","Single Family Residence","Fee Simple","$2,524.00","10","10","10","Conventional","12/15/2022","$215.79","$215.79","1.00","RE/MAX PROFESSIONALS","Jennifer Figueroa","259506024","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507329","SLD","1907 SW 81ST TER","GAINESVILLE","32607","SUNRISE","2,238","06681-060-000","$389,707","4","2","1","1980","Private","Single Family Residence","Fee Simple","$2,946.30","2","2","14","Cash","08/25/2022","$174.13","$174.13","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Craig Wilburn","259503108","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506290","SLD","6119 NW 112TH PL","ALACHUA","32615","DRY CREEK ALACHUA","2,028","05917-073-000","$389,799","3","2","0","1994","Private, Community","Single Family Residence","Fee Simple","$5,172.10","22","22","22","Conventional","09/02/2022","$192.20","$192.21","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Malcom Askew","259504982","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505962","SLD","16541 NW 194TH TER","HIGH SPRINGS","32643","OAK RIDGE AT HIGH SPRINGS","1,699","03034-010-052","$389,900","3","2","0","2014","Private","Single Family Residence","Fee Simple","$3,526.72","3","3","11","Cash","07/21/2022","$235.37","$229.49","0.97","BHHS FLORIDA REALTY","Jeff Tice","259500527","259504908","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504451","SLD","23215 NW 5TH PL","NEWBERRY","32669","NEWBERRY OAKS PH 9","2,063","01901-090-267","$389,900","4","2","1","2018","None","Single Family Residence","Fee Simple","$4,100.00","3","3","4","FHA","05/31/2022","$189.00","$189","1.00","RE/MAX PROFESSIONALS","Jenny Highlander","259505388","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500031","SLD","8920 SW 80TH AVE","GAINESVILLE","32608","WILLOW OAK PLANTATION","2,015","07098-001-156","$389,900","4","2","1","2011","None","Single Family Residence","Fee Simple","$5,944.00","71","71","71","Cash","01/14/2022","$193.50","$193.5","1.00","PEPINE REALTY","Joshua Howard","259505418","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501506","SLD","1639 NE 45TH PL","GAINESVILLE","32609","NORTH POINT AT IRONWOOD","1,832","08160-010-025","$389,950","3","2","1","2022","None","Single Family Residence","Fee Simple","$656.70","59","59","60","Conventional","05/09/2022","$207.42","$212.85","1.03","GREEN TREE REALTY INC","Barbara Vineyard","259500206","271500260","Gainesville-Alachua","Gainesville-Alachua"
"1","OM648484","SLD","7622 SW 90TH DR","GAINESVILLE","32608","WILLOW OAK PLANTATION","1,794","07098-001-099","$390,000","3","2","0","2011","None","Single Family Residence","Fee Simple","$4,732.00","15","15","20","Conventional","12/19/2022","$217.39","$217.39","1.00","GOLD STREET REALTY","Kyle Lambert","271515767","261016370","Ocala - Marion","Ocala - Marion"
"1","GC508961","SLD","1214 NW 89TH TER","GAINESVILLE","32606","EAGLE POINT CLUSTER PH 1","1,813","06326-010-067","$390,000","4","2","0","1996","None","Single Family Residence","Fee Simple","$2,455.00","31","31","31","Conventional","12/23/2022","$220.57","$215.11","0.98","HOME ENV REALTY","Tara Flynn","259506252","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508329","SLD","9825 SW 37TH RD","GAINESVILLE","32608","HAILE PLANTATION UNIT 33 PH II","2,223","06860-332-102","$390,000","3","2","1","1999","None","Single Family Residence","Fee Simple","$6,291.37","4","4","15","Conventional","11/01/2022","$170.90","$175.44","1.03","RE/MAX PROFESSIONALS","Kathleen MacDowell","259500554","259504874","Gainesville-Alachua","Gainesville-Alachua"
