"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC504188","SLD","486 SW 125TH TER","NEWBERRY","32669","AMARIAH PARK","2,818","04340-010-061","$775,000","3","3","1","2022","Community","Single Family Residence","Fee Simple","$0.00","2","2","2","Conventional","07/07/2022","$273.24","$275.02","1.01","G W ROBINSON REALTY INC","Mark Deger","259505366","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505463","SLD","5555 NW 99TH TER","GAINESVILLE","32653","HAMMOCK THE","2,673","06037-019-000","$775,900","3","3","0","2003","Private","Single Family Residence","Fee Simple","$5,829.02","26","26","31","Cash","08/22/2022","$290.27","$290.27","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Linsey Leggett","259506300","271500596","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504130","SLD","11331 SW 34TH RD","GAINESVILLE","32608","OAKMONT","3,005","04427-111-187","$777,095","4","3","0","2022","None","Single Family Residence","Co-op","$0.00","136","136","136","Conventional","09/27/2022","$265.26","$258.6","0.97","ICI SELECT REALTY","Ali Kargar","253004979","275510980","Gainesville-Alachua","Tampa"
"1","GC506012","SLD","17205 NW 254TH DR","HIGH SPRINGS","32643","CINNAMON HILLS ESTATES PH II","3,918","01481-020-117","$780,000","6","3","1","2020","None","Single Family Residence","Fee Simple","$10,369.68","18","18","20","Conventional","08/24/2022","$204.19","$199.08","0.98","BHGRE THOMAS GROUP","Holly Moebus","259506072","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502446","SLD","11322 NW 129TH TER","ALACHUA","32615","ALACHUA HIGHLANDS","3,178","03968-041-000","$780,000","4","3","1","2013","None","Single Family Residence","Fee Simple","$7,692.00","78","78","82","Cash","06/08/2022","$251.42","$245.44","0.98","BHGRE THOMAS GROUP","Holly Darr","259506225","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500199","SLD","9925 SW 23RD LN","GAINESVILLE","32607","CAMBRIDGE FOREST PH I","4,502","06666-010-001","$780,000","6","5","0","1995","Private","Single Family Residence","Fee Simple","$10,107.00","33","33","33","Conventional","01/05/2022","$183.25","$173.26","0.95","BOSSHARDT REALTY SERVICES LLC","Michele Loeffler","259500408","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504071","SLD","7128 NW 14TH AVE","GAINESVILLE","32605","UNIVERSITY ACRES","4,088","06337-014-001","$782,000","5","4","1","1979","Private","Single Family Residence","Fee Simple","$10,596.83","18","18","18","Conventional","06/03/2022","$195.45","$191.29","0.98","COLDWELL BANKER M.M. PARRISH, REALTORS","Lauretta Fogg","259500478","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501817","SLD","10778 SW 34TH RD","GAINESVILLE","32608","OAKMONT","3,646","04427-111-419","$782,212","5","3","1","2022","Community","Single Family Residence","Co-op","$5,117.54","0","0","0","Conventional","08/23/2022","$214.54","$214.54","1.00","ICI SELECT REALTY","Ali Kargar","253004979","253001996","Gainesville-Alachua","Tampa"
"1","GC508618","SLD","2081 SW 188TH ST","NEWBERRY","32669","DYLANS GROVE PH 1","2,905","04389-010-008","$785,000","3","3","1","2019","Community","Single Family Residence","Fee Simple","$7,777.60","11","11","13","Conventional","11/18/2022","$275.35","$270.22","0.98","TIOGA REALTY INC","Tom Reilly","259503138","259505669","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500544","SLD","3678 SW 105TH ST","GAINESVILLE","32608","WILDS PLANTATION","3,319","06852-030-076","$785,000","4","4","0","2011","None","Single Family Residence","Fee Simple","$9,942.43","36","36","36","Conventional","02/02/2022","$241.01","$236.52","0.98","MOELLER REALTY INC","Tom Leinbaugh","259500209","259504874","Gainesville-Alachua","Gainesville-Alachua"
