"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC524782","PND","3515 NW 21ST ST","GAINESVILLE","32605","RIDGEVIEW","1,041","08881-023-000","$175,000","2","1","0","1973","None","Single Family Residence","Fee Simple","$1,997.00","80","80","81","","","$168.11","","","BHHS FLORIDA REALTY","Helen Warren","259503168","","Gainesville-Alachua","Gainesville-Alachua"
"1","O6248141","PND","515 NW 32ND AVE","GAINESVILLE","32609","PINE HAVEN EXTENSION PB D-56 LOT 4 BPINE","1,120","08406-000-000","$179,000","3","1","0","1953","None","Single Family Residence","Fee Simple","$3,450.34","55","55","68","","","$159.82","","","AFFINITY HOMES LLC","Jessica Barrios","261222552","","Orlando Regional","Orlando Regional"
"1","GC523353","PND","614 NW 4TH ST","GAINESVILLE","32601","BRUSH ADD TO GVILLE","1,087","14451-000-000","$179,000","3","1","0","1940","None","Single Family Residence","Fee Simple","$2,239.00","106","106","128","","","$164.67","","","BROXSON REAL ESTATE GROUP","Jamie Williams, LLC","259506813","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525772","PND","2054 NW 31ST AVE","GAINESVILLE","32605","RIDGEVIEW (440)","998","08871-019-000","$215,000","2","1","1","1941","None","Single Family Residence","Fee Simple","$2,487.19","44","44","48","","","$215.43","","","BHGRE THOMAS GROUP","Art Nagan","259506582","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518345","PND","1055 NW 125TH DR","NEWBERRY","32669","THE VILLAS OF WEST END","1,410","04314-201-027","$220,000","2","2","0","1989","Community","Single Family Residence","Fee Simple","$2,683.36","275","275","355","","","$156.03","","","WATSON REALTY CORP","Mark Robinson","259506101","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525174","PND","2936 NE 13TH ST","GAINESVILLE","32609","HIGHLAND COURT MANOR","1,345","08203-052-000","$230,000","4","2","0","1962","None","Single Family Residence","Fee Simple","$2,524.88","84","84","84","","","$171.00","","","WATSON REALTY CORP","Mark Robinson","259506101","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525591","PND","2751 SE 24TH PL","GAINESVILLE","32641","LAKEVIEW ESTATES","1,262","16206-013-000","$250,000","3","2","0","1976","None","Single Family Residence","Fee Simple","$3,573.00","134","82","82","","","$198.10","","","ANCHOR HOUSE REALTY & PROP MGMT","Alex Worthington","259506639","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525840","PND","4100 NW 20TH DR","GAINESVILLE","32605","HAZEL HEIGHTS ADD #2","1,189","07918-025-021","$259,000","3","2","0","1968","None","Single Family Residence","Fee Simple","$4,180.28","22","22","23","","","$217.83","","","BHGRE THOMAS GROUP","Kristen Thompson","259504942","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC526130","PND","1111 SW 19TH PL W","GAINESVILLE","32601","KIRKWOOD WEST","1,232","15699-059-030","$269,000","2","2","0","1977","None","Single Family Residence","Fee Simple","$4,367.00","38","38","39","","","$218.34","","","MOMENTUM REALTY - GAINESVILLE","Janine Alexander","782501717","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523634","PND","4853 NW 79TH RD","GAINESVILLE","32653","BLUES CREEK UNIT 6F","1,343","06006-066-131","$269,000","3","2","0","2002","Community","Single Family Residence","Fee Simple","$4,808.14","152","152","152","","","$200.30","","","FLORIDA HOMES REALTY & MORTGAGE LLC","Donna LaTorre","259505110","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518799","PND","920 NW 41ST AVE","GAINESVILLE","32609","OAK HILL","1,229","08035-042-000","$269,900","3","2","0","1960","None","Single Family Residence","Fee Simple","$2,334.85","332","332","334","","","$219.61","","","COLDWELL BANKER M.M. PARRISH, REALTORS","Cindy Birk","259503772","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC526268","PND","6303 NW 109TH PL","ALACHUA","32615","FAIRWAY POINTE AT T C REP 14-16","1,263","05900-633-001","$277,000","3","2","0","2004","None","Single Family Residence","Fee Simple","$4,171.00","13","13","14","","","$219.32","","","WATSON REALTY CORP- TIOGA","Miles Patterson","259505140","","Gainesville-Alachua","Gainesville-Alachua"
"1","OM683941","PND","24554 NW 11TH PL","NEWBERRY","32669","AVALON WOODS","1,453","01874-300-338","$282,990","3","2","0","2023","None","Single Family Residence","Fee Simple","$0.00","116","116","116","","","$194.76","","","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","","Ocala - Marion","Ocala - Marion"
"1","GC526404","PND","16658 NW 175 TER","ALACHUA","32615","SANTA FE HILLS","1,437","03043-064-000","$289,000","3","2","0","2007","None","Single Family Residence","Fee Simple","$2,677.00","21","21","21","","","$201.11","","","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Donavaun Horne","259505227","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC526556","PND","24807 NW 13TH BLVD","NEWBERRY","32669","AVALON WOODS","2,198","01874-300-370","$295,000","4","2","1","2023","None","Single Family Residence","Fee Simple","$5,411.59","11","11","34","","","$134.21","","","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Lisa Fetrow","259505107","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523615","PND","12324 NW 8TH PL","NEWBERRY","32669","PATIO HOMES OF WEST END","1,449","04314-302-048","$295,000","3","2","0","1989","Community","Single Family Residence","Fee Simple","$4,655.61","204","117","117","","","$203.59","","","BOSSHARDT REALTY SERVICES LLC","Farjana Yasmin","259507253","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525788","PND","1921 SW 48TH AVE","GAINESVILLE","32608","SERENOLA ESTATES AMD 1ST ADD SERENOL","1,747","07199-003-013","$299,000","3","2","0","1968","None","Single Family Residence","Fee Simple","$5,493.00","60","60","60","","","$171.15","","","FOCUS REAL ESTATE GROUP","Chrissy Severance","259506210","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523279","PND","961 SE 7TH AVE","GAINESVILLE","32601","GAINESVILLE ROPERS ADD","964","12104-000-000","$299,000","2","2","1","2024","None","Single Family Residence","Fee Simple","$125.08","9","9","9","","","$310.17","","","SAGE REAL ESTATE","Megan Atwater","259505974","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC526322","PND","25392 NW 10TH AVE","NEWBERRY","32669","NEWTOWN 1894","1,479","01894-101-036","$305,000","3","2","0","2005","None","Single Family Residence","Fee Simple","$4,350.00","39","39","39","","","$206.22","","","BOSSHARDT REALTY SERVICES LLC","Ken Cornell","259503253","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC526580","PND","912 NW 256TH TER","NEWBERRY","32669","NEWTOWN 1894 PH 3","1,654","01894-103-113","$314,997","4","2","0","2013","None","Single Family Residence","Fee Simple","$3,284.26","19","19","19","","","$190.45","","","ARIUM REAL ESTATE, LLC","Malcom Askew","259504982","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525878","PND","620 SW 75TH TER","GAINESVILLE","32607","WESTCHESTER MANOR","1,340","06656-700-061","$315,000","3","2","0","1981","None","Single Family Residence","Fee Simple","$1,872.82","53","53","53","","","$235.07","","","ARISTA REALTY","Mike Hastings","259503533","","Gainesville-Alachua","Gainesville-Alachua"
"1","OM689041","PND","17633 NW 170TH PL","ALACHUA","32615","BRIARWOOD","1,619","03044-200-163","$319,990","3","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","16","16","16","","","$197.65","","","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","","Ocala - Marion","Ocala - Marion"
