prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd
107248,0.2354,1985,3,ALACHUA,2594,437200,2017,100,1985,2017,2022,0,-82.5206312,29.80858463,03053-020-074,0,210,380,4,4,0,0,3,1984,233208.02,1
106546,0.37,4188,5,SUWANNEE,255203,993100,2018,100,2448.2,2018,2022,0,-82.46478621,29.6216274,04427-111-191,1740,300,692,3,3,0,0,4.5,9708,215212.06,1
106422,0.14,2339,4,SUWANNEE,199315,524300,2016,100,1233,2016,2022,0,-82.47911276,29.64708229,04333-115-366,1106,280,484,5,5,0,0,3.5,851,215202.07,1
106388,0.14,1454,3,HIGH SPRINGS,246701,268100,2016,100,1454,2016,2022,0,-82.54841508,29.80790287,03034-020-103,0,98,483,5,5,0,0,2,1338,223100.15,1
106334,0.24,1667,4,NEWBERRY,257100,360000,2017,100,1667,2017,2022,0,-82.60372335,29.63547527,02544-010-027,0,224,462,4,4,0,0,2,1950,215104.09,1
105951,0.14,2450,4,GAINESVILLE,256101,527300,2015,100,1344,2015,2022,0,-82.3951029,29.59416526,06985-020-046,1106,314,380,6,6,0,0,2,11044,125327.02,1
105666,0.27,2823,5,SUWANNEE,199314,958000,2015,100,2168,2015,2022,0,-82.48417434,29.64607395,04333-114-330,655,460,484,6,6,0,0,3,17806,215202.07,1
105651,0.47,2630,5,SUWANNEE,240004,741000,2018,100,2122.5,2018,2022,0,-82.48762373,29.67826819,04222-300-181,507,260.5,584,3,3,0,0,3.5,23058,134227.01,1
105484,0.23,2001,3,NEWBERRY,236107,370900,2017,100,2001,2017,2022,0,-82.59011546,29.66387955,01901-080-146,0,307,420,4,4,0,0,2,1552,224100.01,1
104634,1,912,3,ST. JOHN'S,0,45200,1977,100,912,1969,2022,0,-82.10318534,29.4540413,20247-000-000,0,0,0,44,52,0,0,1,1041,217600,1
104394,2.39,525,2,ST. JOHN'S,118200,138600,1979,100,525,1979,2022,0,-82.10351477,29.49929171,20093-000-000,0,0,0,42,42,0,1,1,238,216621.02,1
103841,0.99,1612,3,ST. JOHN'S,63100,153000,1991,100,1612,1991,2022,0,-82.05660199,29.56317881,19956-010-031,0,138,0,30,30,0,0,2,7378,216601.01,1
