"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC501370","SLD","12646 NW 162ND DR","ALACHUA","32615","SAVANNAH STATION","1,562","03980-022-177","$333,000","3","3","0","2022","None","Single Family Residence","Fee Simple","$0.00","0","0","2","FHA","04/11/2022","$210.95","$213.19","1.01","COLDWELL BANKER M.M. PARRISH, REALTORS","Carly Waters","259505862","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502277","SLD","871 NW 231ST WAY","NEWBERRY","32669","NEWBERRY OAKS PHASE 7","1,896","01901-070-126","$333,500","3","2","0","2010","None","Single Family Residence","Fee Simple","$3,870.00","3","3","3","Conventional","03/24/2022","$171.41","$175.9","1.03","WATSON REALTY-TIOGA","Elizabeth Greer","259505698","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","T3354669","SLD","2263 NW 247TH DR","NEWBERRY","32669","AVALON WOODS","1,744","01874-100-067","$333,990","4","2","0","2022","None","Single Family Residence","Fee Simple","$0.00","16","16","16","FHA","06/24/2022","$191.51","$191.51","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","55055","Tampa","Tampa"
"1","GC508241","SLD","1231 NW 98TH TER","GAINESVILLE","32606","BROADMOOR PH I","1,594","06306-010-009","$334,000","3","2","0","1998","None","Single Family Residence","Fee Simple","$4,093.00","13","13","14","Cash","10/28/2022","$212.05","$209.54","0.99","SOUTHWESTERN REAL ESTATE","Meredith Kelly","259506795","259506249","Gainesville-Alachua","Orlando Regional"
"1","GC506861","SLD","5630 SW 88TH CT","GAINESVILLE","32608","HAILE PLANTATION","4,042","06860-020-021","$334,000","3","3","0","1986","None","Single Family Residence","Fee Simple","$9,773.00","0","0","1","Cash","08/17/2022","$82.63","$82.63","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Lisa Fetrow","259505107","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505918","SLD","610 NW 36TH ST","GAINESVILLE","32607","GOLF CLUB MANOR","1,236","06484-022-000","$334,000","3","2","0","1956","None","Single Family Residence","Fee Simple","$3,724.86","0","0","0","Conventional","06/10/2022","$270.23","$270.23","1.00","BHGRE THOMAS GROUP","Gavin Johnson","259506858","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504180","SLD","8149 NW 52ND ST","GAINESVILLE","32653","WESCHESTER CLUSTER PH 1","1,624","06009-010-072","$334,000","3","2","0","2012","None","Single Family Residence","Fee Simple","$3,367.68","4","4","5","Conventional","06/15/2022","$197.04","$205.67","1.04","GLANZER REALTY, LLC","Hillary Santos","259505381","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501458","SLD","16614 SW 70 PL","ARCHER","32618","NOT IN A SUBDIVISION","1,723","04516-000-000","$334,600","3","2","0","1995","None","Single Family Residence","Fee Simple","$1,926.69","19","19","19","FHA","02/15/2022","$203.08","$194.2","0.96","BOSSHARDT REALTY SERVICES LLC","Teresa Hoffman","277001316","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506448","SLD","24503 SW 13TH LN","NEWBERRY","32669","NEWBERRY PLACE","2,200","01933-010-043","$334,900","3","2","1","2009","Private","Single Family Residence","Fee Simple","$3,122.33","6","6","27","FHA","08/12/2022","$152.23","$152.23","1.00","BHGRE THOMAS GROUP","Jennifer Springfield","259505382","259507338","Gainesville-Alachua","Gainesville-Alachua"
"1","T3369817","SLD","19095 NW 164TH RD","HIGH SPRINGS","32643","OAK RIDGE AT HIGH SPRINGS","2,288","03034-040-166","$334,990","4","3","0","2022","None","Single Family Residence","Fee Simple","$0.00","112","112","112","Conventional","10/14/2022","$146.41","$146.41","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","55055","Tampa","Tampa"
