"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC508661","SLD","4319 NW 25TH TER","GAINESVILLE","32605","SPRINGTREE III","1,192","06076-060-021","$225,000","2","1","0","1979","None","Single Family Residence","Fee Simple","$3,510.00","26","26","44","Cash","11/15/2022","$201.26","$188.76","0.94","BHGRE THOMAS GROUP","Lisa Baltozer, PL","259500559","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507530","SLD","16227 NW 118TH PL","ALACHUA","32615","PILOT FOREST ALA","1,092","03980-003-014","$225,000","2","2","0","1990","None","Single Family Residence","Fee Simple","$1,486.47","8","8","8","Cash","10/04/2022","$206.04","$206.04","1.00","RABELL REALTY GROUP LLC","Angela Keidel","259505355","259500025","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507118","SLD","5414 NW 93RD AVE","GAINESVILLE","32653","N/A","1,440","05988-001-002","$225,000","3","2","0","1961","None","Single Family Residence","Fee Simple","$2,740.22","16","16","39","Conventional","09/23/2022","$156.25","$156.25","1.00","SOUTHTRUST PROPERTIES INC","Jason Roberts","259502070","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507054","SLD","3920 NW 19TH ST","GAINESVILLE","32605","BRIARWOODLAND","1,202","1072049","$225,000","3","2","0","1974","None","Single Family Residence","Fee Simple","$1,413.00","0","0","1","Cash","08/22/2022","$187.19","$187.19","1.00","MATCHMAKER REALTY/ ALACHUA CNTY","Heather Swanson","259503653","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506553","SLD","2912 NW 39TH PL","GAINESVILLE","32605","SPRINGTREE","1,062","06082-054-000","$225,000","3","1","1","1976","None","Single Family Residence","Fee Simple","$3,353.00","37","37","43","FHA","09/30/2022","$211.86","$211.86","1.00","FLORIDA HOMES REALTY & MORTGAGE LLC","Saisha Zenon","259505028","259505670","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505984","SLD","2832 NW 40TH PL","GAINESVILLE","32605","SPRINGTREE","1,200","06082-042-000","$225,000","3","1","0","1976","None","Single Family Residence","Fee Simple","$3,152.00","4","4","4","Conventional","08/08/2022","$187.50","$187.5","1.00","PEPINE REALTY","Betsy Pepine","259503892","259505361","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505839","SLD","2410 NE 11TH TER","GAINESVILLE","32609","HIGHLAND COURT MANOR","1,233","08201-084-000","$225,000","4","1","1","1959","None","Single Family Residence","Fee Simple","$2,116.85","2","2","5","FHA","08/12/2022","$182.48","$182.48","1.00","SELLSTATE NEXT GENERATION REALTY, LLC","Sean Walsh","259505599","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505598","SLD","1939 SW 73RD TER","GAINESVILLE","32607","PEPPER MILL","1,682","06678-015-057","$225,000","3","2","0","1985","None","Single Family Residence","Fee Simple","$1,579.20","18","18","30","Conventional","08/05/2022","$136.68","$133.77","0.98","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Tina Yakel","259503574","261010944","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504385","SLD","6329 NW 26TH TER","GAINESVILLE","32653","NORTHWOOD PINES UNIT 4","1,066","06014-026-007","$225,000","3","2","0","1980","None","Single Family Residence","Fee Simple","$3,121.00","4","4","4","Conventional","06/03/2022","$201.69","$211.07","1.05","PEPINE REALTY","Erin Gregoire","259505438","261010944","Gainesville-Alachua","Gainesville-Alachua"
"1","GC503929","SLD","4814 SW 57TH DR","GAINESVILLE","32608","OAKS OF KANAPAHA","930","06909-001-019","$225,000","2","2","0","1990","None","Single Family Residence","Fee Simple","$2,995.04","4","4","8","Conventional","05/27/2022","$231.08","$241.94","1.05","BHGRE THOMAS GROUP","Denise Collins","259505984","259504921","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502633","SLD","25309 SW 5TH AVE","NEWBERRY","32669","ARROWHEAD POINT NEWBERRY","1,248","01989-020-003","$225,000","3","2","0","1979","None","Single Family Residence","Fee Simple","$843.74","6","6","46","Conventional","05/13/2022","$180.29","$180.29","1.00","GLANZER REALTY, LLC","Joy Glanzer","259503506","259504783","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502376","SLD","6021 NW 27TH ST","GAINESVILLE","32653","NORTHWOOD PINES","1,247","06014-024-022","$225,000","3","2","0","1978","None","Single Family Residence","Fee Simple","$1,056.00","5","5","19","Cash","04/15/2022","$184.36","$180.43","0.98","BOSSHARDT REALTY SERVICES LLC","Kristine Wendig","259505453","261010944","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501141","SLD","814 NW 125TH DR","NEWBERRY","32669","THE VILLAS OF WEST END","1,255","04314-101-046","$225,000","2","2","0","1989","Community","Single Family Residence","Fee Simple","$1,148.79","9","9","9","FHA","01/28/2022","$179.28","$179.28","1.00","CAMPUS TO COAST REALTY, INC","Jennifer Lee","259503897","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501122","SLD","5825 NW 29TH TER","GAINESVILLE","32653","NORTHWOOD PINES","1,387","06014-023-002","$225,000","3","2","0","1976","None","Single Family Residence","Fee Simple","$1,914.76","1","1","1","FHA","01/01/2022","$162.22","$162.22","1.00","BHGRE THOMAS GROUP","Jonathan McMahon","259505042","25950341","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500417","SLD","1915 NW 38TH TER","GAINESVILLE","32605","SUNNYBROOK ESTATES","1,080","06399-001-000","$225,000","3","2","0","1962","None","Single Family Residence","Fee Simple","$2,870.78","61","61","82","Conventional","02/16/2022","$212.87","$208.33","0.98","FLORIDA HOMES REALTY & MORTGAGE LLC","Lindsay Akri","259506147","259505361","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445604","SLD","7516 SW 77TH ST","Gainesville","32608","Not In Subdivision","1,863","07098-013-000","$225,000","3","2","0","1978","None","Single Family Residence","","$1,863.64","252","252","3","Private","02/25/2022","$134.19","$120.77","0.90","COLDWELL BANKER M.M. PARRISH, REALTORS","Kris Kelly","259505056","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507423","SLD","444 NW 30TH AVE","GAINESVILLE","32609","GAINESVILLE HEIGHTS","1,112","08468-000-000","$225,500","2","2","0","1949","None","Single Family Residence","Fee Simple","$2,826.00","25","25","54","Conventional","10/14/2022","$206.74","$202.79","0.98","BHGRE THOMAS GROUP","Raven Knowles","259506089","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC503115","SLD","11105 NE US HIGHWAY 301","WALDO","32694","FURNARI ESTATES","2,064","18432-010-012","$226,810","4","3","0","1987","None","Single Family Residence","Fee Simple","$1,796.23","30","30","35","Conventional","06/10/2022","$121.08","$109.89","0.91","HORIZON REALTY OF ALACHUA INC","Barry MacCallum","259506445","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507974","SLD","3105 NW 31ST BLVD","GAINESVILLE","32605","NOT IN SUBDIVISION","1,098","06094-000-000","$226,900","2","1","0","1953","None","Single Family Residence","Fee Simple","$1,884.27","3","3","6","Conventional","11/01/2022","$204.83","$206.65","1.01","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Whitney Johnson Perkins","259504068","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508945","SLD","2159 SE 28TH DR","GAINESVILLE","32641","LANAS PLACE","1,252","1090131","$227,500","3","2","0","2013","None","Single Family Residence","Fee Simple","$285.00","4","4","4","Conventional","11/10/2022","$179.71","$181.71","1.01","KELLER WILLIAMS, LLC","Ben Zuber","264000563","259504926","Gainesville-Alachua","Sarasota - Manatee"
"1","GC506531","SLD","8512 NW 35TH RD","GAINESVILLE","32606","NORTHRIDGE PH I","1,303","06230-001-028","$227,500","3","2","0","1991","Community","Single Family Residence","Fee Simple","$1,009.25","20","20","41","Cash","09/16/2022","$191.86","$174.6","0.91","FLORIDA HOMES REALTY & MORTGAGE LLC","Victor Borrero","259506539","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504998","SLD","14311 NW 146TH TER","ALACHUA","32615","DOWNING ADD ALACHUA LYNWOOD PARK","1,104","03841-000-000","$227,500","3","1","0","1960","None","Single Family Residence","Fee Simple","$882.00","4","4","5","Cash","06/24/2022","$178.44","$206.07","1.15","BOUKARI REALTY, INC","Jamie Stevens","259506394","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501659","SLD","1031 NW 32ND AVE","GAINESVILLE","32609","SUN CREST","1,386","08790-001-000","$227,500","3","2","0","1957","None","Single Family Residence","Fee Simple","$2,730.87","3","3","21","Cash","02/14/2022","$169.55","$164.14","0.97","FLORIDA HOMES REALTY & MORTGAGE LLC","Mark Farrell","259505295","259504837","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505721","SLD","1821 NW 7TH ST","GAINESVILLE","32609","GATEWAY PARK","1,239","09270-010-000","$227,700","4","2","0","1962","None","Single Family Residence","Fee Simple","$2,825.25","1","1","1","Cash","07/05/2022","$177.48","$183.78","1.04","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Andrew Poe","259505311","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508842","SLD","4834 NW 80TH RD","GAINESVILLE","32653","BLUES CREEK UNIT 6H","1,327","06006-068-168","$228,000","2","2","0","2005","Community","Single Family Residence","Fee Simple","$3,556.52","28","28","28","Conventional","12/20/2022","$169.56","$171.82","1.01","COLDWELL BANKER M.M. PARRISH, REALTORS","Jacqui Knowles","259503594","259504935","Gainesville-Alachua","Gainesville-Alachua"
"1","GC503404","SLD","507 NW 29TH AVE","GAINESVILLE","32609","GAINESVILLE HEIGHTS","1,209","08441-000-000","$228,000","3","2","0","2010","None","Single Family Residence","Fee Simple","$2,960.00","97","97","157","Conventional","09/26/2022","$194.29","$188.59","0.97","GREEN TREE REALTY INC","Hong-Loan Ngo","259503680","264000445","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502653","SLD","2823 NE 11TH TER","GAINESVILLE","32609","HIGHLAND COURT MANOR UNIT 2","1,579","08202-122-000","$228,000","3","2","0","1961","None","Single Family Residence","Fee Simple","$1,571.00","4","4","4","Conventional","03/31/2022","$133.00","$144.4","1.09","PEPINE REALTY","Erin Gregoire","259505438","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501598","SLD","15220 NW 134TH TER","ALACHUA","32615","WELLS ADD TO ALACHUA","1,352","03277-000-000","$228,000","4","1","1","1976","None","Single Family Residence","Fee Simple","$1,034.34","13","13","24","VA","03/21/2022","$162.72","$168.64","1.04","SHULTZ REALTY, INC.","Debra Shultz","259503797","55055","Gainesville-Alachua","Gainesville-Alachua"
