OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Haile,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
6413,83270,1.070000000000000,1176,0.900000000000000,ST. JOHN'S,37700,876,1994,100,1176.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,31168.999999999996362,1.385478391581766,-82.259206000000006,29.655246000000002,10865-007-000,Newmans_Lake,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.681087848540468,118312.871571494601085,119188.871571494601085,81488.871571494601085,87143.871571494601085,81488.871571494601085,87143.871571494601085,3.161508529747867
6769,92038,0.580000000000000,572,1.000000000000000,ST. JOHN'S,70100,311,1994,100,572.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,59274.000000000000000,0.751006978614415,-82.305441000000002,29.630648000000001,16053-000-000,Newmans_Lake,True,False,True,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.299945097948539,80817.200388415658381,81128.200388415658381,11028.200388415658381,21543.200388415658381,11028.200388415658381,21543.200388415658381,1.157320975583676
6776,92152,1.020000000000000,1288,1.000000000000000,ST. JOHN'S,192300,10969,2001,100,1288.000000000000000,0.000000000000000,68.000000000000000,0.000000000000000,23,152486.000000000000000,1.320736410666730,-82.291723000000005,29.636911000000001,16097-002-000,Newmans_Lake,False,False,False,0.770000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.914437288974046,149408.177975420956500,160377.177975420956500,-31922.822024579043500,-3077.822024579043500,31922.822024579043500,3077.822024579043500,0.833994685259599
6811,92722,0.230000000000000,1208,1.000000000000000,ST. JOHN'S,224400,128,2014,100,1208.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,190612.000000000000000,0.297813112209165,-82.280158000000000,29.637784000000000,16126-008-000,Newmans_Lake,True,False,False,0.900000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.966947877445065,157463.328850849356968,157591.328850849356968,-66808.671149150643032,-33148.671149150643032,66808.671149150643032,33148.671149150643032,0.702278649067956
6812,92723,0.320000000000000,1232,1.000000000000000,ST. JOHN'S,207800,1441,2001,100,1232.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23,175189.000000000000000,0.414348677856229,-82.279554000000005,29.637771999999998,16126-009-000,Newmans_Lake,True,False,False,0.770000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.823327295395693,136397.308991517580580,137838.308991517580580,-69961.691008482419420,-38791.691008482419420,69961.691008482419420,38791.691008482419420,0.663321987447149
6813,92726,0.230000000000000,1208,1.000000000000000,ST. JOHN'S,191300,968,2007,100,2416.000000000000000,0.000000000000000,160.000000000000000,0.000000000000000,17,161637.000000000000000,0.297813112209165,-82.280163000000002,29.637509999999999,16126-012-000,Newmans_Lake,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.906514678717521,148229.151861437741900,149197.151861437741900,-42102.848138562258100,-13407.848138562258100,42102.848138562258100,13407.848138562258100,0.779911928183156
6814,92727,0.290000000000000,1478,1.000000000000000,ST. JOHN'S,240000,544,2011,100,2728.000000000000000,0.000000000000000,672.000000000000000,0.000000000000000,13,203456.000000000000000,0.375503489307208,-82.280478000000002,29.637547999999999,16126-013-000,Newmans_Lake,True,False,False,0.870000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.110641468164181,181796.183592407527613,182340.183592407527613,-57659.816407592472387,-21659.816407592472387,57659.816407592472387,21659.816407592472387,0.759750764968365
6815,92737,0.230000000000000,1369,1.000000000000000,ST. JOHN'S,194100,520,1999,100,1160.000000000000000,0.000000000000000,209.000000000000000,0.000000000000000,25,164465.000000000000000,0.297813112209165,-82.280175999999997,29.635611999999998,16126-023-000,Newmans_Lake,True,False,False,0.750000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.865067370066397,142211.031410158175277,142731.031410158175277,-51368.968589841824723,-22253.968589841824723,51368.968589841824723,22253.968589841824723,0.735347920711789
6816,92761,0.230000000000000,1352,1.000000000000000,ST. JOHN'S,233200,598,2017,100,1352.000000000000000,0.000000000000000,84.000000000000000,0.000000000000000,7,197622.000000000000000,0.297813112209165,-82.278047999999998,29.635304999999999,16126-047-000,Newmans_Lake,True,False,False,0.930000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.102493047950393,180320.850873806222808,180918.850873806222808,-52281.149126193777192,-17301.149126193777192,52281.149126193777192,17301.149126193777192,0.775809823644109
6817,92859,0.310000000000000,1056,1.000000000000000,ST. JOHN'S,178500,1118,2012,100,1056.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12,150607.000000000000000,0.401400281673222,-82.283552000000000,29.635235999999999,16134-008-002,Newmans_Lake,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.884129996469451,144947.950728729338152,146065.950728729338152,-32434.049271270661848,-5659.049271270661848,32434.049271270661848,5659.049271270661848,0.818296642737980
